category,kind,name,target,source,matches
new,person,Guilleume Guillot,#SMPA-EG_censier_p224_c56,SMPA-EG_censier_0056,
new,person,Adam Boulart de Darenci,#SMPA-EG_censier_p224_c56,SMPA-EG_censier_0056,
new,person,Jehan Chevalier de Darenci,#SMPA-EG_censier_p224_c56,SMPA-EG_censier_0056,
new,person,Jehan le Normant,#SMPA-EG_censier_p224_c56,SMPA-EG_censier_0056,
new,person,Jehan le Breton,#SMPA-EG_censier_p225_c56_9,SMPA-EG_censier_0056,
new,person,Jehan Boitvin,#SMPA-EG_censier_p225_c56_9,SMPA-EG_censier_0056,
new,person,Guilleume Guillot,#SMPA-EG_censier_p225_c56_9,SMPA-EG_censier_0056,
new,person,Jehan Aulart de Darenci,#SMPA-EG_censier_p225_c56_9,SMPA-EG_censier_0056,
new,place,Encloistre,#SMPA-EG_censier_p225_c58,SMPA-EG_censier_0058,
new,place,Seint Merri,#SMPA-EG_censier_p225_c58,SMPA-EG_censier_0058,
new,person,Nicholaus de Rosai,#SMPA-EG_censier_p225_c58,SMPA-EG_censier_0058,
new,person,Jaque de Columbiers,#SMPA-EG_censier_p225_c58,SMPA-EG_censier_0058,
new,person,Estiene de Suci,#SMPA-EG_censier_p225_c58,SMPA-EG_censier_0058,
new,person,Jehan de Dueul,#SMPA-EG_censier_p225_c58,SMPA-EG_censier_0058,
new,person,Guilleume Langlois,#SMPA-EG_censier_p225_c58,SMPA-EG_censier_0058,
new,person,Geufroi le Madelinier,#SMPA-EG_censier_p225_c58,SMPA-EG_censier_0058,
new,person,Basile,#SMPA-EG_censier_p225_c58,SMPA-EG_censier_0058,
new,place,Encloistre,#SMPA-EG_censier_p225_c58,SMPA-EG_censier_0058,
new,person,Guilleume le Clerc,#SMPA-EG_censier_p225_c58,SMPA-EG_censier_0058,
new,person,Heude le Queuc,#SMPA-EG_censier_p225_c58,SMPA-EG_censier_0058,
new,person,Estiene,#SMPA-EG_censier_p225_c58,SMPA-EG_censier_0058,
new,person,Andriu Quenel,#SMPA-EG_censier_p226_c58_16,SMPA-EG_censier_0058,
new,place,Seint Martin,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,place,Symon Franc,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,person,Maci Pizdoe,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,person,Rogier du Fruit le Roy,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
exact_multi,person,Jehan,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,person,Jehan de Vanves,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,person,Guilleume de Loviers,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,person,Jehan Viel,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,person,Guilleume de Freines,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,person,Jaque,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,person,Jehan le Bodinier,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,person,Jehan le Bodinier,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,person,Maci de Pierrefrite,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,person,Richart des Polies,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,person,Maci de Pierrefrite,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,person,Jehan le Romain,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
new,person,Adam le Flamenc de Grive,#SMPA-EG_censier_p226_c59,SMPA-EG_censier_0059,
exact_multi,person,Thomas,#SMPA-EG_censier_p227_c60,SMPA-EG_censier_0060,SMPA-AB-01_rs_2439 :: Thomas | HDPAR-HD_rs_6732 :: Thomas | HDPAR-HD_rs_6770 :: Thomas | STEP-AB_rs_0551 :: Thomas
new,person,Jehan Poian,#SMPA-EG_censier_p227_c60,SMPA-EG_censier_0060,
new,person,Estiene de Conches,#SMPA-EG_censier_p227_c60,SMPA-EG_censier_0060,
new,person,Estiene,#SMPA-EG_censier_p227_c60,SMPA-EG_censier_0060,
new,person,Michiel Boulengier,#SMPA-EG_censier_p227_c60,SMPA-EG_censier_0060,
new,person,Jehan Michiel,#SMPA-EG_censier_p227_c60,SMPA-EG_censier_0060,
new,person,Guilleume Thoumas,#SMPA-EG_censier_p227_c60,SMPA-EG_censier_0060,
new,person,Margarite le Boulangiere,#SMPA-EG_censier_p227_c60,SMPA-EG_censier_0060,
new,person,Ysabieu,#SMPA-EG_censier_p227_c60,SMPA-EG_censier_0060,
new,person,Jehan de Sezane,#SMPA-EG_censier_p227_c61,SMPA-EG_censier_0061,
new,person,Aden le Derame,#SMPA-EG_censier_p227_c61,SMPA-EG_censier_0061,
new,person,Jehan le Potier,#SMPA-EG_censier_p228_c62_4,SMPA-EG_censier_0062,
new,person,Jehan de Peirone,#SMPA-EG_censier_p228_c62_4,SMPA-EG_censier_0062,
new,person,Ernoul le Pelerin,#SMPA-EG_censier_p228_c62_4,SMPA-EG_censier_0062,
new,place,Biaubourc,#SMPA-EG_censier_p228_c63,SMPA-EG_censier_0063,
new,person,Robert de Corbuell,#SMPA-EG_censier_p228_c63,SMPA-EG_censier_0063,
new,person,Jehan de Rouan,#SMPA-EG_censier_p228_c63,SMPA-EG_censier_0063,
new,person,Guillaume Quinenier,#SMPA-EG_censier_p228_c63,SMPA-EG_censier_0063,
new,person,Phelippe de Limoges,#SMPA-EG_censier_p228_c63,SMPA-EG_censier_0063,
new,person,Jehan Bobelin,#SMPA-EG_censier_p228_c64,SMPA-EG_censier_0064,
new,person,Richart le Charpentier,#SMPA-EG_censier_p228_c64,SMPA-EG_censier_0064,
new,person,Marguerite la Parierre,#SMPA-EG_censier_p228_c64,SMPA-EG_censier_0064,
new,person,Richart Grisillon,#SMPA-EG_censier_p228_c65,SMPA-EG_censier_0065,
new,place,Symon Franc,#SMPA-EG_censier_p229_c66,SMPA-EG_censier_0066,
new,person,Estiene le Gros,#SMPA-EG_censier_p229_c66,SMPA-EG_censier_0066,
new,person,Jaque le Breton,#SMPA-EG_censier_p229_c66,SMPA-EG_censier_0066,
exact_multi,person,Jehan,#SMPA-EG_censier_p229_c66,SMPA-EG_censier_0066,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,place,Seint Merri,#SMPA-EG_censier_p229_c66,SMPA-EG_censier_0066,
new,person,Simon de Denmertin,#SMPA-EG_censier_p229_c66,SMPA-EG_censier_0066,
new,place,Seint Denis,#SMPA-EG_censier_p229_c66,SMPA-EG_censier_0066,
new,person,Estiene de Nuef Chastieu,#SMPA-EG_censier_p229_c66,SMPA-EG_censier_0066,
new,person,Jehan Velut,#SMPA-EG_censier_p229_c66,SMPA-EG_censier_0066,
new,person,Jehan Bolin,#SMPA-EG_censier_p229_c66,SMPA-EG_censier_0066,
new,place,Guilleume Espaulart,#SMPA-EG_censier_p229_c67,SMPA-EG_censier_0067,
new,place,Pierre Aulart,#SMPA-EG_censier_p229_c67,SMPA-EG_censier_0067,
new,person,Ancel de Morgenvel,#SMPA-EG_censier_p229_c67,SMPA-EG_censier_0067,
new,place,Lambert de Chielle,#SMPA-EG_censier_p229_c68,SMPA-EG_censier_0068,
new,person,Geufroy de Saveny,#SMPA-EG_censier_p229_c68,SMPA-EG_censier_0068,
new,place,Seint Anthoine,#SMPA-EG_censier_p230_c69,SMPA-EG_censier_0069,
new,place,Seinte Katherine,#SMPA-EG_censier_p230_c70,SMPA-EG_censier_0070,
new,place,Seint Jaque,#SMPA-EG_censier_p230_c71,SMPA-EG_censier_0071,
new,place,Seint Jaques,#SMPA-EG_censier_p230_c71,SMPA-EG_censier_0071,
new,person,Jaque,#SMPA-EG_censier_p230_c71,SMPA-EG_censier_0071,
new,person,Maci de Montfleurain,#SMPA-EG_censier_p230_c71,SMPA-EG_censier_0071,
new,person,Marie,#SMPA-EG_censier_p230_c72,SMPA-EG_censier_0072,
new,person,Jehan Rouciau,#SMPA-EG_censier_p230_c72,SMPA-EG_censier_0072,
exact_multi,place,Saint Denis,#SMPA-EG_censier_p230_c73,SMPA-EG_censier_0073,SMPA-AB-03_rs_3281 :: Saint-Denis | SMPA-AB-03_rs_3282 :: Saint-Denis | SMPA-AB-03_rs_3283 :: Saint-Denis | SMPA-AB-03_rs_3284 :: Saint-Denis | SMPA-AB-03_rs_3285 :: Saint-Denis | SMPA-AB-03_rs_3287 :: Saint-Denis
new,person,Jehan le Coc,#SMPA-EG_censier_p230_c73,SMPA-EG_censier_0073,
new,person,Jehan Qussac,#SMPA-EG_censier_p230_c73,SMPA-EG_censier_0073,
new,place,Seint Merri,#SMPA-EG_censier_p231_c74,SMPA-EG_censier_0074,
new,place,Seint Martin,#SMPA-EG_censier_p231_c74,SMPA-EG_censier_0074,
new,person,Guilleume,#SMPA-EG_censier_p231_c74,SMPA-EG_censier_0074,
new,person,Jehan de Champiaus,#SMPA-EG_censier_p231_c74,SMPA-EG_censier_0074,
new,person,Guilleume Gales,#SMPA-EG_censier_p231_c74,SMPA-EG_censier_0074,
new,person,Henri du Presseur,#SMPA-EG_censier_p231_c74,SMPA-EG_censier_0074,
new,place,Encloistre,#SMPA-EG_censier_p231_c75,SMPA-EG_censier_0075,
new,person,Girart de Cul,#SMPA-EG_censier_p231_c75,SMPA-EG_censier_0075,
new,person,Jaque de Columbiers,#SMPA-EG_censier_p231_c75,SMPA-EG_censier_0075,
new,person,Jehan de Montegni,#SMPA-EG_censier_p231_c75,SMPA-EG_censier_0075,
new,place,Seint Denis,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
new,place,Seint Innocent,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
new,place,Aubert le Bouchier,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
new,person,Jehan le Gales,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
new,person,Jaque le Chapellier,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
new,person,Marie le Cordiere,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
new,person,Jaque,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
exact_multi,person,Jehan,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,place,Seint Germain,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
new,person,Andri Poucheron,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
new,person,Jehan Pocheron,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
new,person,Rogier le Mareschal,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
exact_multi,person,Jehan,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,person,Jehan Qussac,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
new,person,Jehan Qussac,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
exact_multi,person,Jehan,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,person,Thomas de Meuns,#SMPA-EG_censier_p232_c76,SMPA-EG_censier_0076,
new,person,Thomas de Meuns,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Jehan Cussac,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Heude Mainche-Veire,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Jehan de Lyons,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,place,Seint Jaque,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Heude Meinche-Veire,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Jehan de Lions,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,place,Seint Jaque,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Thomas de Meuns,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Jehan Deys,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,place,Seint Merri,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Jehan Deys,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Jehan Deys,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Jehan le Gales,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
exact_multi,person,Jehan,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,person,Girart Daudieu,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Jehan le Guales,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Jehan Cussac,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Jaque,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Erembourc,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Marie le Chandeliere,#SMPA-EG_censier_p233_c76_7,SMPA-EG_censier_0076,
new,person,Henri des Nes,#SMPA-EG_censier_p234_c77,SMPA-EG_censier_0077,
new,place,Seint Merri,#SMPA-EG_censier_p234_c77,SMPA-EG_censier_0077,
new,place,Seint Ladre,#SMPA-EG_censier_p234_c77,SMPA-EG_censier_0077,
new,person,Henri des Nes,#SMPA-EG_censier_p234_c77,SMPA-EG_censier_0077,
new,person,Henri des Nes,#SMPA-EG_censier_p234_c77,SMPA-EG_censier_0077,
new,place,Seint Ladre,#SMPA-EG_censier_p234_c77,SMPA-EG_censier_0077,
new,place,Seint Merri,#SMPA-EG_censier_p234_c79,SMPA-EG_censier_0079,
new,person,Nicholaus de Rosai,#SMPA-EG_censier_p234_c79,SMPA-EG_censier_0079,
new,person,Ancel,#SMPA-EG_censier_p234_c79,SMPA-EG_censier_0079,
new,person,Basile,#SMPA-EG_censier_p234_c79,SMPA-EG_censier_0079,
new,person,Guilleume Langlois,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079,
new,person,Geufroi le Madelinier,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079,
new,person,Heude le Queusinier,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079,
new,person,Estiene de Suci,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079,
new,person,Richart le Garçon,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079,
new,person,Jehan le Gros,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079,
new,person,Hue le Madellinier,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079,
new,person,Andriu Quenel,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079,
new,person,Pierre Warroquier,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079,
new,place,Seint Martin,#SMPA-EG_censier_p235_c80,SMPA-EG_censier_0080,
exact_multi,person,Jehan,#SMPA-EG_censier_p235_c80,SMPA-EG_censier_0080,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
exact_multi,person,Thomas,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081,SMPA-AB-01_rs_2439 :: Thomas | HDPAR-HD_rs_6732 :: Thomas | HDPAR-HD_rs_6770 :: Thomas | STEP-AB_rs_0551 :: Thomas
new,person,Jehan Paian,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081,
new,person,Estienne de Conches,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081,
exact_multi,person,Adam,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081,SAPC-AB_rs_0016 :: Adam | SCOR-EG_rs_0023 :: Adam
new,person,Estiene de Conches,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081,
new,person,Robert de Paris,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081,
new,person,Thomas le Chandellier,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081,
new,person,Jehan Boulengier,#SMPA-EG_censier_p236_c81_6,SMPA-EG_censier_0081,
new,person,Daniel le Breto,#SMPA-EG_censier_p236_c82,SMPA-EG_censier_0082,
new,person,Baudoin le Riche,#SMPA-EG_censier_p236_c82,SMPA-EG_censier_0082,
new,person,Jehan de Sezanne,#SMPA-EG_censier_p236_c82,SMPA-EG_censier_0082,
new,place,Gieffre,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083,
new,place,Biaubourc,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083,
new,person,Yve des Pavellons,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083,
new,person,Jehan le Potier,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083,
exact_multi,person,Guillaume,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083,SLES-PR_rs_0851 :: Guillaume | SMPA-AB-02_rs_1364 :: Guillaume | SMPA-AB-02_rs_1369 :: Guillaume | SMPA-AB-03_rs_1785 :: Guillaume | SMPA-AB-03_rs_1786 :: Guillaume | SMPA-EG_rs_0752 :: Guillaume
new,person,Thomas le Fundeur,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083,
exact_multi,person,Guillaume,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083,SLES-PR_rs_0851 :: Guillaume | SMPA-AB-02_rs_1364 :: Guillaume | SMPA-AB-02_rs_1369 :: Guillaume | SMPA-AB-03_rs_1785 :: Guillaume | SMPA-AB-03_rs_1786 :: Guillaume | SMPA-EG_rs_0752 :: Guillaume
new,person,Jehan de Peirone,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083,
new,place,Seint Estiene,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083,
new,place,Biaubourc,#SMPA-EG_censier_p236_c84,SMPA-EG_censier_0084,
new,person,Robert de Corbuelh,#SMPA-EG_censier_p236_c84,SMPA-EG_censier_0084,
new,person,Richart Gresillon,#SMPA-EG_censier_p237_c84_6,SMPA-EG_censier_0084,
new,person,Jehan de Rouan,#SMPA-EG_censier_p237_c85,SMPA-EG_censier_0085,
new,person,Jehane la Charbonniere,#SMPA-EG_censier_p237_c85,SMPA-EG_censier_0085,
new,place,Symon Franc,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086,
new,person,Estiene le Gros,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086,
exact_multi,person,Jehan,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,person,Jaque le Breto,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086,
new,person,Simon de Denmertin,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086,
new,place,Seint Denis,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086,
new,person,Estiene de Neuf Chastieu,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086,
new,person,Jehan du Neuf Catel,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086,
exact_multi,person,Jehan,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,person,Jehan Belin,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086,
new,place,Seint Leu,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086,
new,place,Guilleume Espaulart,#SMPA-EG_censier_p237_c87,SMPA-EG_censier_0087,
new,place,Lambert de Chielle,#SMPA-EG_censier_p238_c89,SMPA-EG_censier_0089,
new,person,Jehan de Chielle,#SMPA-EG_censier_p238_c89,SMPA-EG_censier_0089,
new,person,Geufroi de Saveni,#SMPA-EG_censier_p238_c89,SMPA-EG_censier_0089,
new,place,Seint Anthoine,#SMPA-EG_censier_p238_c90,SMPA-EG_censier_0090,
new,place,Seinte Katherine,#SMPA-EG_censier_p238_c91,SMPA-EG_censier_0091,
new,place,Seint Jaque,#SMPA-EG_censier_p238_c92,SMPA-EG_censier_0092,
new,place,Seint Jaques,#SMPA-EG_censier_p238_c92,SMPA-EG_censier_0092,
new,person,Jaque,#SMPA-EG_censier_p238_c92,SMPA-EG_censier_0092,
new,person,Jehan Poillevilain,#SMPA-EG_censier_p238_c92,SMPA-EG_censier_0092,
new,person,Maci de Montévrain,#SMPA-EG_censier_p238_c92,SMPA-EG_censier_0092,
new,person,Marie,#SMPA-EG_censier_p238_c93,SMPA-EG_censier_0093,
new,person,Jehan Rouciau,#SMPA-EG_censier_p238_c93,SMPA-EG_censier_0093,
new,place,Seint Denis,#SMPA-EG_censier_p239_c94,SMPA-EG_censier_0094,
new,place,Seint Merri,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095,
new,place,Seint Martin,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095,
new,person,Guilleume,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095,
new,person,Jehan de Champiaus,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095,
new,place,Seinte Katherine,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095,
new,person,Guilleume Gales,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095,
new,person,Henri du Presseur,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095,
new,place,Seint Germain,#SMPA-EG_censier_p239_c96,SMPA-EG_censier_0096,
new,place,Seint Germain,#SMPA-EG_censier_p239_c96,SMPA-EG_censier_0096,
new,person,Guillaume de Dreueus,#SMPA-EG_censier_p239_c96,SMPA-EG_censier_0096,
new,place,Encloistre,#SMPA-EG_censier_p239_c97,SMPA-EG_censier_0097,
new,person,Jehan de Montegni,#SMPA-EG_censier_p240_c97_6,SMPA-EG_censier_0097,
new,place,Seint Germain,#SMPA-EG_censier_p240_c97_6,SMPA-EG_censier_0097,
new,place,Seint Martin,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,place,Seint Martin,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,place,Seint Denis,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,person,Jehan Langlois,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,place,Seint Martin,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,person,Hervi,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,place,Trinité,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,place,Seint Martin de Pierre,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
exact_multi,person,Robert,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,SCHA-PR_rs_465 :: Robert | SMPA-AB-02_rs_2703 :: Robert
new,person,Jehan le Convers,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,place,Seint Denis,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,person,Hervi,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,place,Trinité,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,person,Hervi,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,place,Trinité,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,place,Seint Ladre de Biauchamp,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098,
new,place,Seint Martin des Champs,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098,
new,place,Seint Martin,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098,
new,place,Seint Martin,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098,
new,person,Estiene Bonefille,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098,
new,person,Lambert de Seint Lourens,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098,
new,person,Erembourc de Seint Lourens,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098,
new,place,Seint Martin des Champs,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098,
new,place,Seint Jehan,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100,
new,place,Encloistre,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100,
new,person,Nicholaus de Rosai,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100,
new,person,Jaque de Columbiers,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100,
new,person,Estienne de Sucy,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100,
new,person,Alain de Pontayse,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100,
new,person,Jehan de Dueul,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100,
new,person,Basile,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100,
new,place,Encloistre,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100,
new,person,Guilleume le Clerc,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100,
new,person,Heude le Queusinier,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100,
new,person,Estienne de Suci,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100,
new,person,Richart le Garcon,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100,
new,person,Andriu Quenel,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100,
new,person,Pierre Warroquier,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100,
new,place,Seint Martin,#SMPA-EG_censier_p242_c101,SMPA-EG_censier_0101,
new,place,Seint Merri,#SMPA-EG_censier_p242_c101,SMPA-EG_censier_0101,
exact_multi,person,Jehan,#SMPA-EG_censier_p242_c101,SMPA-EG_censier_0101,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
exact_multi,person,Thomas,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102,SMPA-AB-01_rs_2439 :: Thomas | HDPAR-HD_rs_6732 :: Thomas | HDPAR-HD_rs_6770 :: Thomas | STEP-AB_rs_0551 :: Thomas
new,person,Jehan Paian,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102,
new,person,Michiel le Boulengier,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102,
new,person,Estiene de Conches,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102,
new,person,Aden,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102,
new,person,Estiene de Conches,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102,
new,person,Guillaume Thomas,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102,
new,person,Jehan Boulengier,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102,
new,place,Symon Franc,#SMPA-EG_censier_p243_c103,SMPA-EG_censier_0103,
new,person,Daniel le Breto,#SMPA-EG_censier_p243_c103,SMPA-EG_censier_0103,
new,person,Baudoin le Riche,#SMPA-EG_censier_p243_c103,SMPA-EG_censier_0103,
new,person,Jehan de Sezanne,#SMPA-EG_censier_p243_c103,SMPA-EG_censier_0103,
new,place,Gieffre,#SMPA-EG_censier_p243_c104,SMPA-EG_censier_0104,
new,person,Yve des Pavellons,#SMPA-EG_censier_p243_c104,SMPA-EG_censier_0104,
