category,kind,name,target,source,matches
new,person,Jehane la Roine,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,place,Encloistre,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,place,Encloistre,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,place,Encloistre,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,person,Jehan Roy,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,person,Jehane la Reine,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,person,Symon Marceu,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,person,Jehan Marcel,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,person,Symon Marceu,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,person,Jehan Marcel,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,place,Encloistre,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,person,Jehan Marcel,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,place,Encloistre,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,person,Phelippe Bonetin,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,person,Jehan de Lions,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,person,Estiene Malpas,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,person,Estiene Malpas,#SMPA-EG_censier_p211_c46_12,SMPA-EG_censier_0046,
new,place,Seint Denis du Pas,#SMPA-EG_censier_p212_c47,SMPA-EG_censier_0047,
new,place,Seinte Katherine,#SMPA-EG_censier_p212_c47,SMPA-EG_censier_0047,
new,person,Evrart le Nerou,#SMPA-EG_censier_p212_c47,SMPA-EG_censier_0047,
new,person,Pierre de Tornay,#SMPA-EG_censier_p212_c47,SMPA-EG_censier_0047,
new,place,Seint Merri,#SMPA-EG_censier_p212_c47,SMPA-EG_censier_0047,
new,person,Guilleume,#SMPA-EG_censier_p212_c47,SMPA-EG_censier_0047,
new,person,Pierre de Tornai,#SMPA-EG_censier_p212_c47,SMPA-EG_censier_0047,
new,person,Margarite le Boucelle,#SMPA-EG_censier_p212_c47,SMPA-EG_censier_0047,
exact_multi,person,Pierre,#SMPA-EG_censier_p212_c47,SMPA-EG_censier_0047,HDPAR-HD_rs_5538 :: Pierre | NDPR-AB_rs_0680 :: Pierre | SLES-PR_rs_1270 :: Pierre | SMPA-AB-03_rs_2858 :: Pierre | STEP-AB_rs_0251 :: Pierre
new,place,Jehan Pain Mollet,#SMPA-EG_censier_p212_c48,SMPA-EG_censier_0048,
new,person,Guilleume Deschans,#SMPA-EG_censier_p212_c48,SMPA-EG_censier_0048,
new,person,Guiart le Porchier,#SMPA-EG_censier_p212_c48,SMPA-EG_censier_0048,
new,person,Jehan Fornié,#SMPA-EG_censier_p212_c48,SMPA-EG_censier_0048,
new,person,Jehan Bourdon,#SMPA-EG_censier_p212_c48,SMPA-EG_censier_0048,
new,person,Jaque,#SMPA-EG_censier_p212_c49,SMPA-EG_censier_0049,
new,person,Jehan Fiqueit,#SMPA-EG_censier_p212_c49,SMPA-EG_censier_0049,
new,person,Michiel le Tonnelier,#SMPA-EG_censier_p212_c49,SMPA-EG_censier_0049,
new,person,Gieffre Morise,#SMPA-EG_censier_p212_c49,SMPA-EG_censier_0049,
new,place,Seint Jaque,#SMPA-EG_censier_p212_c50,SMPA-EG_censier_0050,
new,person,Symon Paien,#SMPA-EG_censier_p212_c50,SMPA-EG_censier_0050,
new,person,Symon Quidonpnaie,#SMPA-EG_censier_p212_c50,SMPA-EG_censier_0050,
new,person,Pierre de Mante,#SMPA-EG_censier_p212_c50,SMPA-EG_censier_0050,
new,person,Jehan le Sirier,#SMPA-EG_censier_p212_c50,SMPA-EG_censier_0050,
new,person,Estiene de Tria,#SMPA-EG_censier_p213_c50_3,SMPA-EG_censier_0050,
new,person,Symon Paien,#SMPA-EG_censier_p213_c50_3,SMPA-EG_censier_0050,
new,person,Laurens Quidonpnaie,#SMPA-EG_censier_p213_c50_3,SMPA-EG_censier_0050,
exact_multi,person,Pierre,#SMPA-EG_censier_p213_c50_3,SMPA-EG_censier_0050,HDPAR-HD_rs_5538 :: Pierre | NDPR-AB_rs_0680 :: Pierre | SLES-PR_rs_1270 :: Pierre | SMPA-AB-03_rs_2858 :: Pierre | STEP-AB_rs_0251 :: Pierre
new,person,Estiene,#SMPA-EG_censier_p213_c50_3,SMPA-EG_censier_0050,
new,person,Maci,#SMPA-EG_censier_p213_c50_3,SMPA-EG_censier_0050,
new,person,Pierre de Mante,#SMPA-EG_censier_p213_c50_3,SMPA-EG_censier_0050,
new,person,Laurens Quidonpnaie,#SMPA-EG_censier_p213_c50_3,SMPA-EG_censier_0050,
new,person,Symon Quidonpnaie,#SMPA-EG_censier_p213_c50_3,SMPA-EG_censier_0050,
new,person,Jaque le Pevrier,#SMPA-EG_censier_p213_c50_3,SMPA-EG_censier_0050,
new,person,Estiene le Picart,#SMPA-EG_censier_p213_c51,SMPA-EG_censier_0051,
new,person,Jehan Poillevilain,#SMPA-EG_censier_p213_c51,SMPA-EG_censier_0051,
new,person,Laurens Quidonpnaye,#SMPA-EG_censier_p213_c51,SMPA-EG_censier_0051,
new,person,Pierre de Manta,#SMPA-EG_censier_p213_c51,SMPA-EG_censier_0051,
new,person,Jehan de Lueu,#SMPA-EG_censier_p213_c51,SMPA-EG_censier_0051,
new,person,Jehane,#SMPA-EG_censier_p213_c51,SMPA-EG_censier_0051,
new,person,Jehan Rouciau,#SMPA-EG_censier_p213_c51,SMPA-EG_censier_0051,
new,person,Jehane,#SMPA-EG_censier_p213_c51,SMPA-EG_censier_0051,
exact_multi,person,Jehan,#SMPA-EG_censier_p213_c51,SMPA-EG_censier_0051,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,person,Jehan Rouciau,#SMPA-EG_censier_p213_c51,SMPA-EG_censier_0051,
new,person,Jehan le Lueu,#SMPA-EG_censier_p213_c51,SMPA-EG_censier_0051,
exact_multi,person,Pierre,#SMPA-EG_censier_p213_c52,SMPA-EG_censier_0052,HDPAR-HD_rs_5538 :: Pierre | NDPR-AB_rs_0680 :: Pierre | SLES-PR_rs_1270 :: Pierre | SMPA-AB-03_rs_2858 :: Pierre | STEP-AB_rs_0251 :: Pierre
new,person,Jehan Dupin,#SMPA-EG_censier_p214_c52_2,SMPA-EG_censier_0052,
new,place,Seint Denis,#SMPA-EG_censier_p214_c53,SMPA-EG_censier_0053,
new,person,Jaque le Chapellier,#SMPA-EG_censier_p214_c53,SMPA-EG_censier_0053,
new,person,Jehan Aspicier,#SMPA-EG_censier_p214_c53,SMPA-EG_censier_0053,
new,person,Evrart du Wer,#SMPA-EG_censier_p214_c53,SMPA-EG_censier_0053,
new,place,Chastellet,#SMPA-EG_censier_p214_c53,SMPA-EG_censier_0053,
new,place,Seint Denis,#SMPA-EG_censier_p214_c54,SMPA-EG_censier_0054,
new,place,Seint Merri,#SMPA-EG_censier_p214_c54,SMPA-EG_censier_0054,
new,person,Jehane,#SMPA-EG_censier_p214_c54,SMPA-EG_censier_0054,
new,person,Pierre Boucou,#SMPA-EG_censier_p214_c54,SMPA-EG_censier_0054,
new,person,Jaquet Boucel,#SMPA-EG_censier_p214_c54,SMPA-EG_censier_0054,
exact_multi,place,Saint Martin,#SMPA-EG_censier_p214_c54,SMPA-EG_censier_0054,SMPA-AB-03_rs_3399 :: Saint-Martin | SMPA-AB-03_rs_3400 :: Saint-Martin | SMPA-AB-03_rs_3401 :: Saint-Martin | SMPA-EG_rs_2048 :: Saint-Martin
new,person,Jehan Garnier,#SMPA-EG_censier_p214_c54,SMPA-EG_censier_0054,
new,person,Jehan Bordo,#SMPA-EG_censier_p214_c54,SMPA-EG_censier_0054,
new,person,Nicholaus Sance,#SMPA-EG_censier_p214_c54,SMPA-EG_censier_0054,
new,person,Andri Sance,#SMPA-EG_censier_p214_c54,SMPA-EG_censier_0054,
new,person,Gieffre de Donpmartin,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Estiene Piquet,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Thibaut,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Pierre le Miere,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Pierre le Myere,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Estiene Le Mire,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Estiene de Riviere,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Jehan de Buci,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Jehan de Buci,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
exact_multi,person,Pierre,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,HDPAR-HD_rs_5538 :: Pierre | NDPR-AB_rs_0680 :: Pierre | SLES-PR_rs_1270 :: Pierre | SMPA-AB-03_rs_2858 :: Pierre | STEP-AB_rs_0251 :: Pierre
new,person,Andri Bigue,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Jehan Brice,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Jehan de Riviers,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,place,Seint Martin des Chans,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Guilleume Gallo,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Gieffre de Donpmartin,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Guilleume le Mereschalc,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
exact_multi,person,Pierre,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,HDPAR-HD_rs_5538 :: Pierre | NDPR-AB_rs_0680 :: Pierre | SLES-PR_rs_1270 :: Pierre | SMPA-AB-03_rs_2858 :: Pierre | STEP-AB_rs_0251 :: Pierre
new,place,Encloistre,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Maci de Grosbois,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Hue,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Jehan Lecomte,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Colin Baube,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Jehane,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Hue,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Jehan Murié,#SMPA-EG_censier_p215_c54_6,SMPA-EG_censier_0054,
new,person,Jehan Murié,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,person,Jehane,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,person,Jehan Murié,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,person,Pierre de Chambelin,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,person,Maci de Grosbois,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,person,Marie de Murllent,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,person,Pierre de Chambelli,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,person,Jehan Murié de Poitronville,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,person,Estiene Bonefille,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,place,Seint Ladre,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,person,Jehan Berengier,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,place,Seint Ladre,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,place,Seint Martin,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,person,Jehan le Convers,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,person,Jehan Poupin,#SMPA-EG_censier_p216_c54_15,SMPA-EG_censier_0054,
new,place,Seint Ladre,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Estiene Bonefille,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Henri Berangier,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Ernoul Pigno La Rue,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Guilleume de Sanz,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,place,Seint Martin,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,place,Seint Martin,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
exact_multi,person,Thomas Brichart,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,SMPA-EG_rs_2204 :: Thomas Brichart | HDPAR-HD_rs_6743 :: Thomas Brichart
new,person,Jehan Billouart,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,place,Seint Ladre,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,place,Seint Martin,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Guilleume de Sanz,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Jaque Bouceu,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Aden Point La Rue,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,place,Seint Merri,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Jehan le Cordier,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Lambert de Seint Laurens,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Jehan Viel,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Geufroi Viel,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,place,Seint Martin des Champs,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Jehan Viel,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Jehan le Convers,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Robert Lescriven,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,place,Seint Martin des Champs,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,place,Seint Martin de Pierre,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Hervi,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,place,Trinité,#SMPA-EG_censier_p217_c54_23,SMPA-EG_censier_0054,
new,person,Hervi,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,place,Trinité,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,place,Seint Denis,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Robert Lescrivenz,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
exact_multi,person,Jehan,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,person,Hervi,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,place,Trinité,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,place,Seint Denis,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Jehan le Convers,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Alain de Seint Benoist,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Jehan Poupin,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,place,Seint Martin,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Estiene Bonefille,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Jehan Lecomte,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,place,Seint Ladre,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Nicholaus des Chans,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,place,Seint Denis,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Jehan le Convers,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Henri de Neys,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Arnoul,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,place,Seint Ladre,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,place,Seint Merri,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Guiart de Lagni,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,place,Seint Denis,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Estiene le Barrois,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Adam Coquinnier,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Estiene,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Girart de Breiben,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Jehan Teillier,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
exact_multi,person,Jehan,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,person,Estiene le Barrois,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Ysabieu,#SMPA-EG_censier_p218_c54_33,SMPA-EG_censier_0054,
new,person,Ysabieu,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Guillaume Teillier,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Jehan Teillier,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Estiene le Barrois,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Estiene le Barois,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Ysabieu,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Estiene,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
exact_multi,person,Jehan,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,person,Jehan le Douz,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Estiene le Barrois,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Guillaume Caourci de Monsturel,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Jehan le Maçon,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Thibaut,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Jehan Becheron,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Jehan le Larron,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Robert de Monstreul,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Jehan Tient,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Guilleume,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Guilleume,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Yve des Pavellons,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Marie,#SMPA-EG_censier_p219_c54_42,SMPA-EG_censier_0054,
new,person,Jehan de Bonneul,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,
new,person,Jehan le Clerc de Charanto,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,
new,person,Mace,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,
new,person,Estiene Asce,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,
exact_multi,person,Ameline,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,SMPA-AB-01_rs_0079 :: Ameline | HDPAR-HD_rs_0297 :: Ameline
new,person,Nicholaus de Rosai,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,
new,person,Jehan le Clerc,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,
new,person,Odart,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,
exact_multi,person,Pierre,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,HDPAR-HD_rs_5538 :: Pierre | NDPR-AB_rs_0680 :: Pierre | SLES-PR_rs_1270 :: Pierre | SMPA-AB-03_rs_2858 :: Pierre | STEP-AB_rs_0251 :: Pierre
exact_multi,person,Nicholaus,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,NDVC-AB_rs_3230 :: Nicholaus | NDVC-AB_rs_3294 :: Nicholaus | SAPC-AB_rs_0810 :: Nicholaus
new,person,Maci,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,
exact_multi,person,Symon,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,SMPA-AB-01_rs_2398 :: Symon | HDPAR-HD_rs_6556 :: Symon | HDPAR-HD_rs_6612 :: Symon | SAPC-AB_rs_1147 :: Symon
new,person,Odart le Rousse,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,
new,person,Nicholaus de Rosai,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,
new,person,Estiene Asse,#SMPA-EG_censier_p220_c54_50,SMPA-EG_censier_0054,
new,person,Jehan Augier,#SMPA-EG_censier_p221_c54_58,SMPA-EG_censier_0054,
new,place,Seint Ladre,#SMPA-EG_censier_p221_c54_58,SMPA-EG_censier_0054,
exact_multi,person,Guillaume,#SMPA-EG_censier_p221_c54_58,SMPA-EG_censier_0054,SLES-PR_rs_0851 :: Guillaume | SMPA-AB-02_rs_1364 :: Guillaume | SMPA-AB-02_rs_1369 :: Guillaume | SMPA-AB-03_rs_1785 :: Guillaume | SMPA-AB-03_rs_1786 :: Guillaume | SMPA-EG_rs_0752 :: Guillaume
new,person,Jehan de Vaubenon,#SMPA-EG_censier_p221_c54_58,SMPA-EG_censier_0054,
new,person,Jehan Otren,#SMPA-EG_censier_p221_c54_58,SMPA-EG_censier_0054,
new,person,Guilleume,#SMPA-EG_censier_p221_c54_58,SMPA-EG_censier_0054,
new,person,Estienne Alorge,#SMPA-EG_censier_p221_c54_58,SMPA-EG_censier_0054,
new,person,Jehan Augier,#SMPA-EG_censier_p221_c54_58,SMPA-EG_censier_0054,
new,person,Richart des Polies,#SMPA-EG_censier_p221_c54_58,SMPA-EG_censier_0054,
new,place,Seint Merri,#SMPA-EG_censier_p221_c54_58,SMPA-EG_censier_0054,
new,place,Seint Denis,#SMPA-EG_censier_p221_c54_58,SMPA-EG_censier_0054,
new,person,Richart des Polies,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,
new,place,Seint Denis du Vau,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,
new,person,Guilleume Bordo,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,
new,person,Jehan Poislaysne,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,
new,person,Estienne de Monteigne,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,
new,place,Seint Merri,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,
new,place,Seint Denis,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,
new,place,Seinte Katherine,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,
new,place,Seint Ladre,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,
exact_multi,person,Agnes,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,SAPC-AB_rs_0045 :: Agnes | SAPC-AB_rs_0046 :: Agnes | SAPC-AB_rs_0048 :: Agnes | SAPC-AB_rs_0049 :: Agnes | SAPC-AB_rs_0050 :: Agnes | SAPC-AB_rs_0051 :: Agnes | SAPC-AB_rs_0052 :: Agnes | SAPC-AB_rs_0053 :: Agnes | SAPC-AB_rs_0054 :: Agnes | SAPC-AB_rs_0056 :: Agnes | SAPC-AB_rs_0058 :: Agnes | SAPC-AB_rs_0059 :: Agnes | SAPC-AB_rs_0060 :: Agnes | SAPC-AB_rs_0063 :: Agnes | SMPA-AB-02_rs_0025 :: † Agnes | SMPA-AB-03_rs_0013 :: Agnés
new,person,Adam Aranc,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,
new,place,Seint Merri,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,
new,person,Jehan de Devisze,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,
exact_multi,person,Jehan,#SMPA-EG_censier_p222_c54_66,SMPA-EG_censier_0054,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,person,Jehan Russel,#SMPA-EG_censier_p223_c54_72,SMPA-EG_censier_0054,
new,person,Yve,#SMPA-EG_censier_p223_c54_72,SMPA-EG_censier_0054,
new,place,Saint Merry de Paris,#SMPA-EG_censier_p223_c54_72,SMPA-EG_censier_0054,
exact_multi,person,Jehan,#SMPA-EG_censier_p223_c54_72,SMPA-EG_censier_0054,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,person,Andrieu de Villenes,#SMPA-EG_censier_p223_c54_72,SMPA-EG_censier_0054,
exact_multi,person,Jehan,#SMPA-EG_censier_p223_c54_72,SMPA-EG_censier_0054,HDPAR-HD_rs_3297 :: Jehan | SMPA-AB-03_rs_1969 :: Jehan…
new,place,Seint Remi,#SMPA-EG_censier_p223_c55,SMPA-EG_censier_0055,
new,place,Encloistre,#SMPA-EG_censier_p223_c55,SMPA-EG_censier_0055,
new,place,Encloistre,#SMPA-EG_censier_p223_c55,SMPA-EG_censier_0055,
new,person,Nicholaus de Rosay,#SMPA-EG_censier_p223_c55,SMPA-EG_censier_0055,
new,person,Jaque,#SMPA-EG_censier_p223_c55,SMPA-EG_censier_0055,
new,person,Jehan de Montegni,#SMPA-EG_censier_p223_c55,SMPA-EG_censier_0055,
new,place,Seint Germain,#SMPA-EG_censier_p224_c55_9,SMPA-EG_censier_0055,
new,person,Basile,#SMPA-EG_censier_p224_c55_9,SMPA-EG_censier_0055,
new,person,Guilleume Guillot,#SMPA-EG_censier_p224_c56,SMPA-EG_censier_0056,
new,person,Aden Olivier,#SMPA-EG_censier_p224_c56,SMPA-EG_censier_0056,
new,person,Guilleume Olivier,#SMPA-EG_censier_p224_c56,SMPA-EG_censier_0056,
new,person,Guilleume Guillot de Darenci,#SMPA-EG_censier_p224_c56,SMPA-EG_censier_0056,
new,person,Guilleume Olivier,#SMPA-EG_censier_p224_c56,SMPA-EG_censier_0056,
