kind,name,target,source
person,Nicholaus de Rosai,#SMPA-EG_censier_p234_c79,SMPA-EG_censier_0079
person,Ancel,#SMPA-EG_censier_p234_c79,SMPA-EG_censier_0079
person,Simon Sepinel,#SMPA-EG_censier_p234_c79,SMPA-EG_censier_0079
person,Aubert le Linier,#SMPA-EG_censier_p234_c79,SMPA-EG_censier_0079
person,Estienne,#SMPA-EG_censier_p234_c79,SMPA-EG_censier_0079
person,Basile,#SMPA-EG_censier_p234_c79,SMPA-EG_censier_0079
person,Guillaume le Clerc,#SMPA-EG_censier_p234_c79,SMPA-EG_censier_0079
person,Guilleume Langlois,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079
person,Geufroi le Madelinier,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079
person,Richart,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079
person,Gui,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079
person,Heude le Queusinier,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079
person,Estiene de Suci,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079
person,Robert le Queusinier,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079
person,Richart le Garçon,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079
person,Jehan le Gros,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079
person,Hue le Madellinier,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079
person,Andriu Quenel,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079
person,Pierre Warroquier,#SMPA-EG_censier_p235_c79_8,SMPA-EG_censier_0079
place,Seint Martin,#SMPA-EG_censier_p235_c80,SMPA-EG_censier_0080
person,Jehan,#SMPA-EG_censier_p235_c80,SMPA-EG_censier_0080
person,Thomas,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081
person,Jehan Paian,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081
person,Estienne de Conches,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081
person,Adam,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081
person,Estiene de Conches,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081
person,Robert de Paris,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081
person,Thomas le Chandellier,#SMPA-EG_censier_p235_c81,SMPA-EG_censier_0081
person,Jehan Boulengier,#SMPA-EG_censier_p236_c81_6,SMPA-EG_censier_0081
person,Daniel le Breto,#SMPA-EG_censier_p236_c82,SMPA-EG_censier_0082
person,Baudoin le Riche,#SMPA-EG_censier_p236_c82,SMPA-EG_censier_0082
person,Jehan de Sezanne,#SMPA-EG_censier_p236_c82,SMPA-EG_censier_0082
place,Gieffre,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083
place,Biaubourc,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083
person,Yve des Pavellons,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083
person,Gui,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083
person,Henri,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083
person,Jehan le Potier,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083
person,Guillaume,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083
person,Thomas le Fundeur,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083
person,Guillaume,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083
person,Jehan de Peirone,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083
person,Ernoul Pellerin,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083
place,Seint Estiene,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083
person,Guillaume le Potier,#SMPA-EG_censier_p236_c83,SMPA-EG_censier_0083
place,Biaubourc,#SMPA-EG_censier_p236_c84,SMPA-EG_censier_0084
person,Robert de Corbuelh,#SMPA-EG_censier_p236_c84,SMPA-EG_censier_0084
person,Phelippe,#SMPA-EG_censier_p236_c84,SMPA-EG_censier_0084
person,Richart Gresillon,#SMPA-EG_censier_p237_c84_6,SMPA-EG_censier_0084
person,Guillaume Langlois,#SMPA-EG_censier_p237_c84_6,SMPA-EG_censier_0084
person,Gile,#SMPA-EG_censier_p237_c85,SMPA-EG_censier_0085
person,Jehan de Rouan,#SMPA-EG_censier_p237_c85,SMPA-EG_censier_0085
person,Jehane la Charbonniere,#SMPA-EG_censier_p237_c85,SMPA-EG_censier_0085
person,Thomas le Frapier,#SMPA-EG_censier_p237_c85,SMPA-EG_censier_0085
place,Symon Franc,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
person,Estiene le Gros,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
person,Jehan,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
person,Pierre de Pontoise,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
person,Jaque le Breto,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
person,Guillaume Langlois,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
person,Simon de Denmertin,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
place,Seint Denis,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
person,Guy,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
person,Estiene de Neuf Chastieu,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
person,Jehan du Neuf Catel,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
person,Gile,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
person,Jehan,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
person,Jehan Belin,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
place,Seint Leu,#SMPA-EG_censier_p237_c86,SMPA-EG_censier_0086
place,Guilleume Espaulart,#SMPA-EG_censier_p237_c87,SMPA-EG_censier_0087
person,Ancel de Morgneval,#SMPA-EG_censier_p237_c87,SMPA-EG_censier_0087
person,Guy,#SMPA-EG_censier_p237_c87,SMPA-EG_censier_0087
place,Lambert de Chielle,#SMPA-EG_censier_p238_c89,SMPA-EG_censier_0089
person,Jehan de Chielle,#SMPA-EG_censier_p238_c89,SMPA-EG_censier_0089
person,Geufroi de Saveni,#SMPA-EG_censier_p238_c89,SMPA-EG_censier_0089
place,Seint Anthoine,#SMPA-EG_censier_p238_c90,SMPA-EG_censier_0090
place,Seinte Katherine,#SMPA-EG_censier_p238_c91,SMPA-EG_censier_0091
place,Seint Jaque,#SMPA-EG_censier_p238_c92,SMPA-EG_censier_0092
place,Seint Jaques,#SMPA-EG_censier_p238_c92,SMPA-EG_censier_0092
person,Jaque,#SMPA-EG_censier_p238_c92,SMPA-EG_censier_0092
person,Jehan Poillevilain,#SMPA-EG_censier_p238_c92,SMPA-EG_censier_0092
person,Pierre de Dieppe,#SMPA-EG_censier_p238_c92,SMPA-EG_censier_0092
person,Maci de Montévrain,#SMPA-EG_censier_p238_c92,SMPA-EG_censier_0092
person,Pierre Tibert,#SMPA-EG_censier_p238_c93,SMPA-EG_censier_0093
person,Marie,#SMPA-EG_censier_p238_c93,SMPA-EG_censier_0093
person,Jehan Rouciau,#SMPA-EG_censier_p238_c93,SMPA-EG_censier_0093
place,Seint Denis,#SMPA-EG_censier_p239_c94,SMPA-EG_censier_0094
person,Alain le Chaucier,#SMPA-EG_censier_p239_c94,SMPA-EG_censier_0094
place,Seint Merri,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095
place,Seint Martin,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095
person,Guilleume,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095
person,Henri de Laon,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095
person,Jehan de Champiaus,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095
place,Seinte Katherine,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095
person,Guilleume Gales,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095
person,Henri du Presseur,#SMPA-EG_censier_p239_c95,SMPA-EG_censier_0095
place,Seint Germain,#SMPA-EG_censier_p239_c96,SMPA-EG_censier_0096
place,Seint Germain,#SMPA-EG_censier_p239_c96,SMPA-EG_censier_0096
person,Guillaume de Dreueus,#SMPA-EG_censier_p239_c96,SMPA-EG_censier_0096
place,Encloistre,#SMPA-EG_censier_p239_c97,SMPA-EG_censier_0097
person,Jehan de Montegni,#SMPA-EG_censier_p240_c97_6,SMPA-EG_censier_0097
place,Seint Germain,#SMPA-EG_censier_p240_c97_6,SMPA-EG_censier_0097
place,Seint Martin,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
place,Seint Martin,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
place,Seint Denis,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
person,Jehan Langlois,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
place,Seint Martin,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
person,Hervi,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
place,Trinité,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
place,Seint Martin de Pierre,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
person,Robert,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
person,Jehan le Convers,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
place,Seint Denis,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
person,Hervi,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
place,Trinité,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
person,Hervi,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
place,Trinité,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
place,Seint Ladre de Biauchamp,#SMPA-EG_censier_p240_c98,SMPA-EG_censier_0098
place,Seint Martin des Champs,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098
place,Seint Martin,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098
place,Seint Martin,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098
person,Estiene Bonefille,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098
person,Lambert de Seint Lourens,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098
person,Erembourc de Seint Lourens,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098
place,Seint Martin des Champs,#SMPA-EG_censier_p241_c98_8,SMPA-EG_censier_0098
place,Seint Jehan,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100
place,Encloistre,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100
person,Nicholaus de Rosai,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100
person,Jaque de Columbiers,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100
person,Simon Sepinel,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100
person,Aubert le Linier,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100
person,Estienne de Sucy,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100
person,Alain de Pontayse,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100
person,Jehan de Dueul,#SMPA-EG_censier_p241_c100,SMPA-EG_censier_0100
person,Basile,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100
place,Encloistre,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100
person,Guilleume le Clerc,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100
person,Richart,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100
person,Gui,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100
person,Heude le Queusinier,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100
person,Estienne de Suci,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100
person,Robert le Queusinier,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100
person,Richart le Garcon,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100
person,Hue le Madelinier,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100
person,Andriu Quenel,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100
person,Pierre Warroquier,#SMPA-EG_censier_p242_c100_11,SMPA-EG_censier_0100
place,Seint Martin,#SMPA-EG_censier_p242_c101,SMPA-EG_censier_0101
place,Seint Merri,#SMPA-EG_censier_p242_c101,SMPA-EG_censier_0101
person,Jehan,#SMPA-EG_censier_p242_c101,SMPA-EG_censier_0101
person,Thomas,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102
person,Jehan Paian,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102
person,Michiel le Boulengier,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102
person,Estiene de Conches,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102
person,Aden,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102
person,Estiene de Conches,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102
person,Thomas le Chandelier,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102
person,Guillaume Thomas,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102
person,Jehan Boulengier,#SMPA-EG_censier_p242_c102,SMPA-EG_censier_0102
place,Symon Franc,#SMPA-EG_censier_p243_c103,SMPA-EG_censier_0103
person,Daniel le Breto,#SMPA-EG_censier_p243_c103,SMPA-EG_censier_0103
person,Baudoin le Riche,#SMPA-EG_censier_p243_c103,SMPA-EG_censier_0103
person,Jehan de Sezanne,#SMPA-EG_censier_p243_c103,SMPA-EG_censier_0103
place,Gieffre,#SMPA-EG_censier_p243_c104,SMPA-EG_censier_0104
person,Yve des Pavellons,#SMPA-EG_censier_p243_c104,SMPA-EG_censier_0104
person,Colin le Begue,#SMPA-EG_censier_p243_c104,SMPA-EG_censier_0104
person,Henri,#SMPA-EG_censier_p243_c104,SMPA-EG_censier_0104
person,Jehan le Potier,#SMPA-EG_censier_p243_c104,SMPA-EG_censier_0104
person,Thomas le Fundeeur,#SMPA-EG_censier_p243_c104,SMPA-EG_censier_0104
person,Jehan de Peirone,#SMPA-EG_censier_p243_c104,SMPA-EG_censier_0104
person,Ernoul Pellerin,#SMPA-EG_censier_p243_c104,SMPA-EG_censier_0104
person,Guilleume le Potier,#SMPA-EG_censier_p243_c104,SMPA-EG_censier_0104
place,Biaubourc,#SMPA-EG_censier_p243_c105,SMPA-EG_censier_0105
person,Robert de Corbuelh,#SMPA-EG_censier_p243_c105,SMPA-EG_censier_0105
person,Phelippe de Limoges,#SMPA-EG_censier_p243_c105,SMPA-EG_censier_0105
person,Guillaume Quoquiere,#SMPA-EG_censier_p243_c105,SMPA-EG_censier_0105
person,Jehan,#SMPA-EG_censier_p243_c105,SMPA-EG_censier_0105
person,Richart le Charpentier,#SMPA-EG_censier_p244_c106,SMPA-EG_censier_0106
person,Marie la Pariere,#SMPA-EG_censier_p244_c106,SMPA-EG_censier_0106
person,Gile,#SMPA-EG_censier_p244_c106,SMPA-EG_censier_0106
person,Richart Gresillon,#SMPA-EG_censier_p244_c106,SMPA-EG_censier_0106
person,Guillaume Langlois,#SMPA-EG_censier_p244_c106,SMPA-EG_censier_0106
person,Thomas le Frapier,#SMPA-EG_censier_p244_c106,SMPA-EG_censier_0106
person,Guillaume Langlois,#SMPA-EG_censier_p244_c106,SMPA-EG_censier_0106
place,Symon Franc,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Pierre de Pontoise,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Pierre le Borcier,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Estiene le Gros,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Jaque le Breton,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Jehan,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Guillaume Langlois,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Simon de Damertin,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
place,Seint Denis,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Guy Loubert,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Estiene de Nuef Chastieu,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Jehan,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Emeline,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Erembourc de Saint-Lo,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Gile,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Jehan le Velut,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
person,Jehan Belin,#SMPA-EG_censier_p244_c107,SMPA-EG_censier_0107
place,Guilleume Espaulart,#SMPA-EG_censier_p245_c108,SMPA-EG_censier_0108
place,Pierre Aulart,#SMPA-EG_censier_p245_c108,SMPA-EG_censier_0108
person,Ancel de Morgneval,#SMPA-EG_censier_p245_c108,SMPA-EG_censier_0108
person,Gui,#SMPA-EG_censier_p245_c108,SMPA-EG_censier_0108
place,Lambert de Chielle,#SMPA-EG_censier_p245_c109,SMPA-EG_censier_0109
person,Pierre Gencien,#SMPA-EG_censier_p245_c109,SMPA-EG_censier_0109
person,Geufroi de Saveni,#SMPA-EG_censier_p245_c109,SMPA-EG_censier_0109
person,Jehan de Chielle,#SMPA-EG_censier_p245_c109,SMPA-EG_censier_0109
person,Geufroi de Saveni,#SMPA-EG_censier_p245_c109,SMPA-EG_censier_0109
person,Pierre Leber,#SMPA-EG_censier_p245_c110,SMPA-EG_censier_0110
place,Seint Merri,#SMPA-EG_censier_p245_c111,SMPA-EG_censier_0111
place,Seinte Katherine,#SMPA-EG_censier_p245_c111,SMPA-EG_censier_0111
place,Seint Jaque,#SMPA-EG_censier_p245_c112,SMPA-EG_censier_0112
person,Robert des Villes,#SMPA-EG_censier_p245_c112,SMPA-EG_censier_0112
person,Margarite,#SMPA-EG_censier_p245_c112,SMPA-EG_censier_0112
person,Jehan le Tays,#SMPA-EG_censier_p245_c112,SMPA-EG_censier_0112
person,Marie,#SMPA-EG_censier_p245_c112,SMPA-EG_censier_0112
place,Seint Jaques,#SMPA-EG_censier_p245_c112,SMPA-EG_censier_0112
person,Jaque,#SMPA-EG_censier_p245_c112,SMPA-EG_censier_0112
person,Pierre Tibert,#SMPA-EG_censier_p245_c113,SMPA-EG_censier_0113
person,Marie,#SMPA-EG_censier_p245_c113,SMPA-EG_censier_0113
person,Jehan Rouciau,#SMPA-EG_censier_p245_c113,SMPA-EG_censier_0113
place,Seint Denis,#SMPA-EG_censier_p246_c114,SMPA-EG_censier_0114
person,Alain le Chaucier,#SMPA-EG_censier_p246_c114,SMPA-EG_censier_0114
person,Jehan Qussac,#SMPA-EG_censier_p246_c114,SMPA-EG_censier_0114
person,Guillaume,#SMPA-EG_censier_p246_c114,SMPA-EG_censier_0114
place,Seint Merri,#SMPA-EG_censier_p246_c115,SMPA-EG_censier_0115
place,Seint Merri,#SMPA-EG_censier_p246_c115,SMPA-EG_censier_0115
place,Seint Martin,#SMPA-EG_censier_p246_c115,SMPA-EG_censier_0115
person,Guilleume,#SMPA-EG_censier_p246_c115,SMPA-EG_censier_0115
place,Seint Merri,#SMPA-EG_censier_p246_c115,SMPA-EG_censier_0115
place,Seint Martin,#SMPA-EG_censier_p246_c115,SMPA-EG_censier_0115
person,Henri de Laon,#SMPA-EG_censier_p246_c115,SMPA-EG_censier_0115
person,Jehan de Champiaus,#SMPA-EG_censier_p246_c115,SMPA-EG_censier_0115
place,Seinte Katherine,#SMPA-EG_censier_p246_c115,SMPA-EG_censier_0115
person,Guilleume Gales,#SMPA-EG_censier_p246_c115,SMPA-EG_censier_0115
person,Henri du Pressoeur,#SMPA-EG_censier_p246_c115,SMPA-EG_censier_0115
person,Guillaume de Dreueus,#SMPA-EG_censier_p246_c115,SMPA-EG_censier_0115
place,Seint Germain,#SMPA-EG_censier_p246_c116,SMPA-EG_censier_0116
place,Seint Germain,#SMPA-EG_censier_p246_c116,SMPA-EG_censier_0116
place,Chastellet,#SMPA-EG_censier_p246_c117,SMPA-EG_censier_0117
place,Chastellet,#SMPA-EG_censier_p246_c117,SMPA-EG_censier_0117
place,Seint Merry de Paris,#SMPA-EG_censier_p247_c118,SMPA-EG_censier_0118
person,Pierre de Laigny,#SMPA-EG_censier_p247_c118,SMPA-EG_censier_0118
place,Seint Jehan,#SMPA-EG_censier_p247_c118,SMPA-EG_censier_0118
place,Seint Remy,#SMPA-EG_censier_p247_c118,SMPA-EG_censier_0118
person,Pierre de Pontoise,#SMPA-EG_censier_p247_c118,SMPA-EG_censier_0118
place,Symon le Franc,#SMPA-EG_censier_p247_c118,SMPA-EG_censier_0118
person,Jehan le Pasticier,#SMPA-EG_censier_p247_c118,SMPA-EG_censier_0118
person,Pierre Langlois,#SMPA-EG_censier_p247_c118,SMPA-EG_censier_0118
place,Chastellet,#SMPA-EG_censier_p247_c118,SMPA-EG_censier_0118
person,Pierre,#SMPA-EG_censier_p247_c118,SMPA-EG_censier_0118
place,Seint Jehan,#SMPA-EG_censier_p248_c119,SMPA-EG_censier_0119
place,Encloistre,#SMPA-EG_censier_p248_c119,SMPA-EG_censier_0119
person,Nicholaus de Rosai,#SMPA-EG_censier_p248_c119,SMPA-EG_censier_0119
person,Girart de Cul,#SMPA-EG_censier_p248_c119,SMPA-EG_censier_0119
person,Jaque de Columbiers,#SMPA-EG_censier_p248_c119,SMPA-EG_censier_0119
person,Jehan de Monttegni,#SMPA-EG_censier_p248_c119,SMPA-EG_censier_0119
person,Thomas le Frapier,#SMPA-EG_censier_p248_c119,SMPA-EG_censier_0119
place,Seint Germain,#SMPA-EG_censier_p248_c119,SMPA-EG_censier_0119
person,Estiene du Cloistre,#SMPA-EG_censier_p248_c119,SMPA-EG_censier_0119
