type,texte,article,page,contexte
persName,Robert le Messier,SMPA-EG_censier_0054,215,es masures Beneoit Pourceu et Robert le Messier et Maci de G
persName,Symon,SMPA-EG_censier_0054,220,"Maci, borgois de Paris [modo Symoni Tibert], xii d."
persName,Thibaut,SMPA-EG_censier_0054,219,"ibaut Cardon; et, pour le dit Thibaut, Jehan Becheron et Jeh"
persName,Thibaut,SMPA-EG_censier_0054,215,"ns de terre, que il acheta de Thibaut d’Anieres, en une piec"
persName,Thibaut Cardon,SMPA-EG_censier_0054,219,"turel [modo Jehan le Maçon et Thibaut Cardon; et, pour le di"
persName,Thomas Brichart,SMPA-EG_censier_0054,217,"d’autre part, à le terre feu Thomas Brichart, pour le fons"
persName,Thomas Viellet,SMPA-EG_censier_0054,218,"Reinier Viellet [modo Thomas Viellet], le boulengier"
persName,Ysabieu,SMPA-EG_censier_0054,219,"nt à le dite terre de le dite Ysabieu, d’une part, et, d’aut"
persName,Ysabieu,SMPA-EG_censier_0054,218,"d’autre part, à le terre que Ysabieu, fame de feu Jordein l"
persName,Ysabieu,SMPA-EG_censier_0054,218,"odo J. Audaus], ii d. t.<pb n=""219"" facs=""https://archive.org/download/mmoiresdelasoci15fragoog/page/n226_w1600.jpg"" corresp=""https://iiif.archive.org/iiif/mmoiresdelasoci15fragoog/manifest.json"" xml:id=""SMPA-EG_censier_p219_c54_42""/> Ysabieu, le fame feu Jordain l"
persName,Yve,SMPA-EG_censier_0054,223,"Jehan Russel, le vieil, d'Yvery, tient une ferme des che"
persName,Yve des Pavellons,SMPA-EG_censier_0054,219,"Ales de le Voute, fame jadis Yve des Pavellons [modo mestre"
placeName,Encloistre,SMPA-EG_censier_0054,215,"[modo Pierre], demourens en l’Encloistre, pour les masures B"
placeName,Saint Martin,SMPA-EG_censier_0054,214,"rpent de viegne seant ou Mont Saint Martin, devant le presse"
placeName,Saint Merry de Paris,SMPA-EG_censier_0054,223,"s chevessier et chagnoines de Saint Merry de Paris, pour le"
placeName,Seint Denis,SMPA-EG_censier_0054,222,"e voie que c'en va de Paris à Seint Denis, desouz le viegne"
placeName,Seint Denis,SMPA-EG_censier_0054,221,"e vient de Paris et c'en va à Seint Denis, par le voie du Va"
placeName,Seint Denis,SMPA-EG_censier_0054,218,", sus les marays à le abbé de Seint Denis, ou terroeur de le"
placeName,Seint Denis,SMPA-EG_censier_0054,218,"terre, seant au dit chemi de Seint Denis, entre les terres"
placeName,Seint Denis,SMPA-EG_censier_0054,218,"re seans ajognant dudit chemi Seint Denis, et, d’autre part,"
placeName,Seint Denis,SMPA-EG_censier_0054,217,ireforc du chemin que vint de Seint Denis et c’en va au bois
placeName,Seint Denis,SMPA-EG_censier_0054,214,"or deuez, aus huitienes de le Seint Denis, aportez en l’egli"
placeName,Seint Denis du Vau,SMPA-EG_censier_0054,222,"dit chemin que va de Paris à Seint Denis du Vau Larronois,"
placeName,Seint Ladre,SMPA-EG_censier_0054,222,"les marays, de cousté le mur Seint Ladre, et, par dessa, de"
placeName,Seint Ladre,SMPA-EG_censier_0054,221,"gnant du chemi que descent de Seint Ladre vers le Roule, ten"
placeName,Seint Ladre,SMPA-EG_censier_0054,218,"nahins, des quiex sept arpens Seint Ladre prent xxviii d. de"
placeName,Seint Ladre,SMPA-EG_censier_0054,218,"ent Jehan Lecomte, closier de Seint Ladre], iii d."
placeName,Seint Ladre,SMPA-EG_censier_0054,217,Le meison de Seint Ladre pour trois arpens
placeName,Seint Ladre,SMPA-EG_censier_0054,217,Adam Picalesne de le Villete Seint Ladre pour trois quartie
placeName,Seint Ladre,SMPA-EG_censier_0054,216,"tronville, devers le Villette Seint Ladre, tenans, d’une par"
placeName,Seint Ladre,SMPA-EG_censier_0054,216,"Jehan Berengier de le Villete Seint Ladre, et, pour un autre"
placeName,Seint Martin,SMPA-EG_censier_0054,218,", d’autre part, à le cousture Seint Martin et à le terre Est"
placeName,Seint Martin,SMPA-EG_censier_0054,217,"rpens de viegne, seans ou Vau Seint Martin, ou terroeur du B"
placeName,Seint Martin,SMPA-EG_censier_0054,217,"tiers de viegne, seans ou Vau Seint Martin, tenans, d’une pa"
placeName,Seint Martin,SMPA-EG_censier_0054,217,"nans, d’une part, à le viegne Seint Martin, et, d’autre part"
placeName,Seint Martin,SMPA-EG_censier_0054,216,", seant derriere le Courtille Seint Martin, tenant, d’une pa"
placeName,Seint Martin de Pierre,SMPA-EG_censier_0054,217,"enans, d’une part, à le terre Seint Martin de Pierre Jumelle"
placeName,Seint Martin des Champs,SMPA-EG_censier_0054,217,"e, seans derriere le Cortille Seint Martin des Champs, tenan"
placeName,Seint Martin des Champs,SMPA-EG_censier_0054,217,"n Chaumont, tenant à le terre Seint Martin des Champs, et, d"
placeName,Seint Martin des Chans,SMPA-EG_censier_0054,215,Le prieur de Seint Martin des Chans et le c
placeName,Seint Merri,SMPA-EG_censier_0054,222,"censive des ditz chanoines de Seint Merri, tenans les x arpe"
placeName,Seint Merri,SMPA-EG_censier_0054,222,"d., et Nostre Dame xii d., et Seint Merri, chascun an, pour"
placeName,Seint Merri,SMPA-EG_censier_0054,221,"Polies tient des chanoines de Seint Merri, desouz Montmartre"
placeName,Seint Merri,SMPA-EG_censier_0054,218,"d., et les ditz chanoines de Seint Merri prenent, pour leur"
placeName,Seint Merri,SMPA-EG_censier_0054,217,", à le viegne de le Heure (?) Seint Merri, xx d. [modo la fa"
placeName,Seint Merri,SMPA-EG_censier_0054,214,"t Denis, aportez en l’egliese Seint Merri."
placeName,Seinte Katherine,SMPA-EG_censier_0054,222,"Seint Denis, desouz le viegne Seinte Katherine, d'un cousté,"
placeName,Trinité,SMPA-EG_censier_0054,218,"Mestre Hervi de le Trinité, clerc, pour dus arpen"
placeName,Trinité,SMPA-EG_censier_0054,217,", à le dite terre Hervi de le Trinité, d’autre part, au kair"
placeName,Trinité,SMPA-EG_censier_0054,217,"part, à le terre Hervi de le Trinité, clerc, xviii d."
persName,Aubert le Linier,SMPA-EG_censier_0055,224,"Item, pour le meison Aubert le Linier de fons de te"
persName,Basile,SMPA-EG_censier_0055,224,"Item, pour le meison Basile, du coing de le Bare, d"
persName,Jaque,SMPA-EG_censier_0055,223,"Item, pour le meison, que fut Jaques de Columbiers, à le dit"
persName,Jehan de Montegni,SMPA-EG_censier_0055,223,"icelle meisme à le fame sire Jehan de Montegni, viii s. ix"
persName,Nicholaus de Rosay,SMPA-EG_censier_0055,223,ajognant de le meison de feu Nicholaus de Rosay à le petite
placeName,Encloistre,SMPA-EG_censier_0055,223,our leur meison du coing de l'Encloistre ajognant de le meis
placeName,Encloistre,SMPA-EG_censier_0055,223,ement pour leurs meisons de l'Encloistre.
placeName,Seint Germain,SMPA-EG_censier_0055,224,"Item, à leur vicaire de Seint Germain l'Auceurres, x s"
placeName,Seint Remi,SMPA-EG_censier_0055,223,"anoines devent au terme de le Seint Remi, chascun an, et pre"
persName,Adam Boulart de Darenci,SMPA-EG_censier_0056,224,"et, d'autre part, à le terre Adam Boulart de Darenci; [les⁴"
persName,Adam Olivier,SMPA-EG_censier_0056,224,"Adam Olivier tient un arpent,"
persName,Adam Olivier,SMPA-EG_censier_0056,224,"e laborée, exceptée le masure Adam Olivier, et contenent les"
persName,Aden Olivier,SMPA-EG_censier_0056,224,us [le queil tient meintenant Aden Olivier et Guilleume Oliv
persName,Guilleume Guillot,SMPA-EG_censier_0056,225,"'un cousté, à le terre du dit Guilleume Guillot, et, d'autre"
persName,Guilleume Guillot,SMPA-EG_censier_0056,224,"d'une part, à le terre du dit Guilleume Guillot, et, d'autre"
persName,Guilleume Guillot,SMPA-EG_censier_0056,224,"rt et d'autre, à le terre que Guilleume Guillot tient de nou"
persName,Guilleume Guillot de Darenci,SMPA-EG_censier_0056,224,Guilleume Guillot de Darenci t
persName,Guilleume Olivier,SMPA-EG_censier_0056,224,"et d'autre, [des quieus tient Guilleume Olivier, un quartier"
persName,Guilleume Olivier,SMPA-EG_censier_0056,224,"nt meintenant Aden Olivier et Guilleume Olivier, ses fiuz¹]."
persName,Jehan Aulart de Darenci,SMPA-EG_censier_0056,225,"et, d'autre part, à le terre Jehan Aulart de Darenci."
persName,Jehan Boitvin,SMPA-EG_censier_0056,225,"le Pelleterie, à Paris [modo Jehan Boitvin¹], tient v quart"
persName,Jehan Chevalier de Darenci,SMPA-EG_censier_0056,224,es terres tiennent meintenant Jehan Chevalier de Darenci dem
persName,Jehan le Breton,SMPA-EG_censier_0056,225,"Jehan le Breton, le pelletier,"
persName,Jehan le Normant,SMPA-EG_censier_0056,224,"i arpent, v s. iii d. — Item, Jehan le Normant demeurens à"
persName,Andriu Quenel,SMPA-EG_censier_0058,226,"feut Hue le Madelinier [modo Andriu Quenel], v s."
persName,Aubert le Linier,SMPA-EG_censier_0058,225,"Item, pour le meison Aubert le Linier [mons. Estien"
persName,Basile,SMPA-EG_censier_0058,225,"Item, sus le meison Basile, du coing de l'Encloist"
persName,Estiene,SMPA-EG_censier_0058,225,"on Heude le Queuc [modo mons. Estiene], xiii s. ix d."
persName,Estiene de Suci,SMPA-EG_censier_0058,225,"eison Aubert le Linier [mons. Estiene de Suci³], xii s. v d."
persName,Geufroi le Madelinier,SMPA-EG_censier_0058,225,"u Guilleume Langlois [modo de Geufroi le Madelinier], vii s."
persName,Gui,SMPA-EG_censier_0058,225,"ison Richart l'Orfievre [modo Guiot Lovier], ix s."
persName,Guilleume Langlois,SMPA-EG_censier_0058,225,à le fame et aus hers de feu Guilleume Langlois [modo de Ge
persName,Guilleume le Clerc,SMPA-EG_censier_0058,225,"u coing de l'Encloistre [modo Guilleume le Clerc], xxvi s."
persName,Heude le Queuc,SMPA-EG_censier_0058,225,"Item, sus le meison Heude le Queuc [modo mons. Est"
persName,Hue le Madelinier,SMPA-EG_censier_0058,226,"Item, sus le meison, que feut Hue le Madelinier [modo Andriu"
persName,Jaque de Columbiers,SMPA-EG_censier_0058,225,"ur une autre meison, que feut Jaque de Columbiers [modo Simo"
persName,Jehan de Dueul,SMPA-EG_censier_0058,225,"Pontoyse, le madelinier [modo Jehan de Dueul], xv s."
persName,Nicholaus de Rosai,SMPA-EG_censier_0058,225,renent sus le meison que feut Nicholaus de Rosai [modo Ansel
persName,Richart,SMPA-EG_censier_0058,225,"Item, sus le meison Richart l'Orfievre [modo Guiot"
persName,Simon Sepinel,SMPA-EG_censier_0058,225,"eut Jaque de Columbiers [modo Simon Sepinel], iiii l. [modo"
placeName,Encloistre,SMPA-EG_censier_0058,225,"meison Basile, du coing de l'Encloistre [modo Guilleume le"
placeName,Encloistre,SMPA-EG_censier_0058,225,"de Noel, et premierement en l'Encloistre, jusques à le porte"
placeName,Seint Merri,SMPA-EG_censier_0058,225,"ncloistre, jusques à le porte Seint Merri."
persName,Adam le Flamenc de Grive,SMPA-EG_censier_0059,226,"part, xii d.; les quiex poie Adam le Flamenc de Grive, pour"
persName,Guilleume de Freines,SMPA-EG_censier_0059,226,"Item, sus le meison Guilleume de Freines [par dess"
persName,Guilleume de Loviers,SMPA-EG_censier_0059,226,"Item, les hers de feu Guilleume de Loviers [modo le"
persName,Jaque,SMPA-EG_censier_0059,226,"ant, d'un cousté, à le meison Jaque, le chapelier de feutre,"
persName,Jehan,SMPA-EG_censier_0059,226,"meison a le fame et aus hers Jehan d'Angiers ajognant, iii"
persName,Jehan Viel,SMPA-EG_censier_0059,226,"ue il prenent sus les meisons Jehan Viel, iiii d."
persName,Jehan de Vanves,SMPA-EG_censier_0059,226,"fons de terre [le quiel poie Jehan de Vanves et ses hers²],"
persName,Jehan le Bodinier,SMPA-EG_censier_0059,226,"Item, ledit Jehan le Bodinier [modo G. l'A"
persName,Jehan le Bodinier,SMPA-EG_censier_0059,226,"et, d'autre part, à le meison Jehan le Bodinier, le linier,"
persName,Jehan le Romain,SMPA-EG_censier_0059,226,"Pas] et sus le meison mestre Jehan le Romain entretenans, a"
persName,Maci Pizdoe,SMPA-EG_censier_0059,226,"Les hers de feu Maci Pizdoe, pour l. s. de cen"
persName,Maci de Pierrefrite,SMPA-EG_censier_0059,226,"Item, sus le dite meison Maci de Pierrefrite [modo Pere"
persName,Maci de Pierrefrite,SMPA-EG_censier_0059,226,"de l'autre part, à le meison Maci de Pierrefrite, xii d. de"
persName,Raoul de Romainville,SMPA-EG_censier_0059,226,"Item, sus le dite meison Raoul de Romainville, tenant,"
persName,Raoul de Romainville,SMPA-EG_censier_0059,226,"tenans, ajognant de le meison Raoul de Romainville, d'autre"
persName,Richart des Polies,SMPA-EG_censier_0059,226,"terre; les quiex poie le dit Richart des Polies, pour lx s."
persName,Rogier du Fruit le Roy,SMPA-EG_censier_0059,226,"e ill prenent sus les meisons Rogier du Fruit le Roy, par de"
placeName,Seint Martin,SMPA-EG_censier_0059,226,"ouz nomées, assizes en le rue Seint Martin et en le rue Symo"
placeName,Symon Franc,SMPA-EG_censier_0059,226,"rue Seint Martin et en le rue Symon Franc, devant le fontein"
persName,Estiene,SMPA-EG_censier_0060,227,"Item, pour la meson du dit Estiene [modo Roul du Fruit],"
persName,Estiene de Conches,SMPA-EG_censier_0060,227,"Item, sus le meson Estiene de Conches² [modo Adan"
persName,Guilleume Thoumas,SMPA-EG_censier_0060,227,"Chandelier [à pressent mons. Guilleume Thoumas], v s."
persName,Jehan Michiel,SMPA-EG_censier_0060,227,"ichiel Boulengier [à pressent Jehan Michiel], xviii d."
persName,Jehan Poian,SMPA-EG_censier_0060,227,". l'Escolles) [modo aux hoirs Jehan Poian¹], iiii s. iii d."
persName,Margarite le Boulangiere,SMPA-EG_censier_0060,227,"les dues meisons entretenans Margarite le Boulangiere, de s"
persName,Michiel Boulengier,SMPA-EG_censier_0060,227,"Item, sus le meison Michiel Boulengier [à pressent"
persName,Thomas,SMPA-EG_censier_0060,227,"enent sus le meison, que feut Thomas de les Celles (corr. l'"
persName,Thomas le Chandelier,SMPA-EG_censier_0060,227,"Item, sus le meison, que feut Thomas le Chandelier [à presse"
persName,Ysabieu,SMPA-EG_censier_0060,227,"le petite meison May Mocet et Ysabieu sa fame, xviii d."
persName,Aden le Derame,SMPA-EG_censier_0061,227,"Item, sus le meson Aden le Derame, monnoier, ix s"
persName,Baudouin le Riche,SMPA-EG_censier_0061,227,"le Breton, clerc [à pressent Baudouin le Riche], iii s. iii"
persName,Daniel le Breton,SMPA-EG_censier_0061,227,"renent sus les meisons mestre Daniel le Breton, clerc [à pre"
persName,Jehan de Sezane,SMPA-EG_censier_0061,227,"e Roeyne ajognant [à pressent Jehan de Sezane], iii s. ii d."
persName,Ernoul le Pelerin,SMPA-EG_censier_0062,228,"eirone, le masson [à pressent Ernoul le Pelerin], xv d. et i"
persName,Gui,SMPA-EG_censier_0062,227,"s le petite granche, que feut Guihert le"
persName,Guillaume le Potier,SMPA-EG_censier_0062,228,"Nostre Dame [à present mons. Guillaume le Potier], ii s. vi"
persName,Henri,SMPA-EG_censier_0062,228,ont et prenent sus le meison Henri l'Alemant [à present Jeh
persName,Jehan de Peirone,SMPA-EG_censier_0062,228,"ont et prenent sus le meison Jehan de Peirone, le masson [à"
persName,Jehan le Potier,SMPA-EG_censier_0062,228,"on Henri l'Alemant [à present Jehan le Potier], xv d."
persName,Guillaume Quinenier,SMPA-EG_censier_0063,228,"n de Rouan et sont à pressent Guillaume Quinenier, xx s."
persName,Guillaume Quoquere,SMPA-EG_censier_0063,228,"de Limoges tient [à pressent Guillaume Quoquere], xii d."
persName,Jehan de Rouan,SMPA-EG_censier_0063,228,"esons, qui furent à la fillie Jehan de Rouan et sont à press"
persName,Phelippe de Limoges,SMPA-EG_censier_0063,228,"em, sus une place vuehde, que Phelippe de Limoges tient [à p"
persName,Robert de Corbuell,SMPA-EG_censier_0063,228,"enent sus le meison, que feut Robert de Corbuell [à pressent"
placeName,Biaubourc,SMPA-EG_censier_0063,228,6. — Ce sont les censives en Biaubourc.
persName,Gile,SMPA-EG_censier_0064,228,"Item, sus la granche Gile a la Tache, ii s."
persName,Gui,SMPA-EG_censier_0064,228,"on Robert Chevalier, que feut Guinier Malahonte [à pressent"
persName,Jehan Bobelin,SMPA-EG_censier_0064,228,"Guinier Malahonte [à pressent Jehan Bobelin], iii s. vi d."
persName,Marguerite la Parierre,SMPA-EG_censier_0064,228,"rt le Charpentier [à pressent Marguerite la Parierre], ii s."
persName,Richart le Charpentier,SMPA-EG_censier_0064,228,ont et prenent sus le meison Richart le Charpentier [à pres
persName,Robert Chevalier,SMPA-EG_censier_0064,228,"ont et prenent sus le meison Robert Chevalier, que feut Gui"
persName,Gui,SMPA-EG_censier_0065,228,"ufetier], vi s. vi d. [x s. à Guisiel de Novo]."
persName,Guillaume Langlois,SMPA-EG_censier_0065,228,"Richart Grisillon [à pressent Guillaume Langlois, bufetier],"
persName,Richart Grisillon,SMPA-EG_censier_0065,228,"Item, sus la meson Richart Grisillon [à pressent"
persName,Thomas le Frapier,SMPA-EG_censier_0065,229,"r de le leur meison, que feut Thomas le Frapier, vi s. ix d."
persName,Daniel le Breton,SMPA-EG_censier_0066,229,"niere pour sa meson de mestre Daniel le Breton, clerc, xv d."
persName,Estiene de Nuef Chastieu,SMPA-EG_censier_0066,229,"prenent sus le meison mestre Estiene de Nuef Chastieu, xx s"
persName,Estiene le Gros,SMPA-EG_censier_0066,229,"ont et prenent sus le meison Estiene le Gros, v s. vii d."
persName,Gile,SMPA-EG_censier_0066,229,"ont et prenent sus le meison Gilete, le niece Jehan Velut ["
persName,Guillaume Langlois,SMPA-EG_censier_0066,229,t prenent sus le grant meison Guillaume Langlois [à pressent
persName,Guy,SMPA-EG_censier_0066,229,"is, clerc [à pressent Betuche Guy²], ix d."
persName,Jaque le Breton,SMPA-EG_censier_0066,229,"ont et prenent sus le meison Jaque le Breton, clerc [à pres"
persName,Jehan,SMPA-EG_censier_0066,229,"le Breton, clerc [à pressent Jehan d'Erbleiges], xxi d."
persName,Jehan Bolin,SMPA-EG_censier_0066,229,"niece Jehan Velut [à present Jehan Bolin, monnoier], vi d."
persName,Jehan Velut,SMPA-EG_censier_0066,229,"us le meison Gilete, le niece Jehan Velut [à present Jehan B"
persName,Pierre de Pontoise,SMPA-EG_censier_0066,229,"m¹, sus deus places vides que Pierre de Pontoise tient des c"
persName,Pierre le Borcier,SMPA-EG_censier_0066,229,"ont et prenent sus le meison Pierre le Borcier, vii s."
persName,Simon de Denmertin,SMPA-EG_censier_0066,229,"uillaume Langlois [à pressent Simon de Denmertin], iiii s. v"
placeName,Seint Denis,SMPA-EG_censier_0066,229,"renent sus le meison Heude de Seint Denis, clerc [à pressent"
placeName,Seint Merri,SMPA-EG_censier_0066,229,"toise tient des chanoignes de Seint Merri à sens, xv s."
placeName,Symon Franc,SMPA-EG_censier_0066,229,"e sont les censives en le rue Symon Franc, d'un cousté et d'"
persName,Ancel de Morgenvel,SMPA-EG_censier_0067,229,"prenent sus le meison mestre Ancel de Morgenvel, clerc [à p"
persName,Gui,SMPA-EG_censier_0067,229,"envel, clerc [à pressent Tote Gui], ii s."
placeName,Guilleume Espaulart,SMPA-EG_censier_0067,229,"vo.] Ce est le cens en le rue Guilleume Espaulart, au bot de"
placeName,Pierre Aulart,SMPA-EG_censier_0067,229,"e Espaulart, au bot de le rue Pierre Aulart."
persName,Geufroy de Saveny,SMPA-EG_censier_0068,229,"Thomas du Louvre [à pressent Geufroy de Saveny], x s."
persName,Pierre Gencien,SMPA-EG_censier_0068,229,"de Chielle, devant le meison Pierre Gencien."
placeName,Lambert de Chielle,SMPA-EG_censier_0068,229,"1. — Ce est le cens en le rue Lambert de Chielle, devant le"
persName,Pierre Leber,SMPA-EG_censier_0069,230,"e Seint Anthoine, que feurent Pierre Leber, xxvii s. vi d."
placeName,Seint Anthoine,SMPA-EG_censier_0069,230,"et prenent sus les meisons de Seint Anthoine, que feurent Pi"
placeName,Seinte Katherine,SMPA-EG_censier_0070,230,t et prenent sus le meison de Seinte Katherine.
persName,Jaque,SMPA-EG_censier_0071,230,"he Seint Jaques, sus la meson Jaqueit Bourgois, xiii s. ix d"
persName,Maci de Montfleurain,SMPA-EG_censier_0071,230,", ont et prenent sus le meson Maci de Montfleurain⁴, xv s."
persName,Philippe des Ylles,SMPA-EG_censier_0071,230,"e meison Robert des Villes et Philippe des Ylles², que l'on"
persName,Pierre de Dieppe,SMPA-EG_censier_0071,230,"enent sus le meison, que feut Pierre de Dieppe, ajognant, xv"
persName,Robert des Villes,SMPA-EG_censier_0071,230,ont et prenent sus le meison Robert des Villes et Philippe
placeName,Seint Jaque,SMPA-EG_censier_0071,230,s devant le Chief du moustier Seint Jaque.
placeName,Seint Jaques,SMPA-EG_censier_0071,230,"Item, devant le porche Seint Jaques, sus la meson Jaq"
persName,Jehan Rouciau,SMPA-EG_censier_0072,230,"sa suer, du coing [à pressent Jehan Rouciau, tesarant], ii s"
persName,Marie,SMPA-EG_censier_0072,230,"us le meison Pierre Tibert et Marie, sa suer, du coing [à pr"
persName,Pierre Tibert,SMPA-EG_censier_0072,230,"ont et prenent sus le meison Pierre Tibert et Marie, sa sue"
persName,Alain le Chaucier,SMPA-EG_censier_0073,230,ont et prenent sus le meison Alain le Chaucier [à pressent
persName,Jehan Qussac,SMPA-EG_censier_0073,230,"ont et prenent sus le meison Jehan Qussac, le Provencel, x"
persName,Jehan le Coc,SMPA-EG_censier_0073,230,"Alain le Chaucier [à pressent Jehan le Coc], ii s. xi d."
placeName,Saint Denis,SMPA-EG_censier_0073,230,"les censives en le Grant Rue Saint Denis, devant le fontein"
persName,Guillelmus Drocaus,SMPA-EG_censier_0074,231,"i, à le Chandeleur² [magister Guillelmus Drocaus³], iiii l."
persName,Guilleume,SMPA-EG_censier_0074,231,"Seint Martin, qui est mestre Guilleume d'Atainville, v s."
persName,Guilleume Gales,SMPA-EG_censier_0074,231,renent sus le benefice mesire Guilleume Gales d'Orlli [à pre
persName,Henri de Laon,SMPA-EG_censier_0074,231,"ice, que est à present mesire Henri de Laon, beneficié au di"
persName,Henri du Presseur,SMPA-EG_censier_0074,231,"renent sus le benefice mesire Henri du Presseur d'Orlli, x s"
persName,Jehan de Champiaus,SMPA-EG_censier_0074,231,"eneficié au dit autiel [mons. Jehan de Champiaus], v s."
placeName,Seint Martin,SMPA-EG_censier_0074,231,"et prenent sus le benefice de Seint Martin, qui est mestre G"
placeName,Seint Merri,SMPA-EG_censier_0074,231,ommunité et les beneficiez de Seint Merri devent pour les am
persName,Girart de Cul,SMPA-EG_censier_0075,231,"oing de l'Encloistre à mestre Girart de Cul, chanoine de Err"
persName,Jaque de Columbiers,SMPA-EG_censier_0075,231,"pour l'autre meison, que fut Jaque de Columbiers, à le comu"
persName,Jehan de Montegni,SMPA-EG_censier_0075,231,"icelle meesme à le fame sire Jehan de Montegni, viii s. ix"
persName,Thomas le Frapier,SMPA-EG_censier_0075,231,"de Petit Cul de Sac, que feut Thomas le Frapier⁴, iii s."
placeName,Encloistre,SMPA-EG_censier_0075,231,our leur meison du coing de l'Encloistre à mestre Girart de
persName,Ameline de Pasci,SMPA-EG_censier_0076,233,"de feu Jehan de Lions, à dame Ameline de Pasci et à dame Gui"
persName,Andri Poucheron,SMPA-EG_censier_0076,232,et Odin Pizdoe [modo messire Andri Poucheron et Jehan Poche
persName,Aubert,SMPA-EG_censier_0076,233,"poient Jaques le Chapellier d'Aubertvilier, Erembourc et Mar"
persName,Erembourc,SMPA-EG_censier_0076,233,"le Chapellier d'Aubertvilier, Erembourc et Marie le Chandeli"
persName,Girart Daudieu,SMPA-EG_censier_0076,233,le cens que il i prent [modo Girart Daudieu pro toto et pro
persName,Gui,SMPA-EG_censier_0076,233,de feu Jehan de Lyons et dame Guilleuma du Porge Seint Jaque
persName,Guillaume Bordo,SMPA-EG_censier_0076,233,"e Jehanot Bordon, fiuz de feu Guillaume Bordo, pour le cens"
persName,Heude Mainche-Veire,SMPA-EG_censier_0076,233,"utre part, à le meison de feu Heude Mainche-Veire, que est à"
persName,Heude Meinche-Veire,SMPA-EG_censier_0076,233,"ent sus le dite meison de feu Heude Meinche-Veire, lequielle"
persName,Jaque,SMPA-EG_censier_0076,233,"ori, xii d.; les quiex poient Jaques le Chapellier d'Aubertv"
persName,Jaque,SMPA-EG_censier_0076,232,"ousté, à le dite meison dudit Jaque, et, d'autre part, à le"
persName,Jaque le Chapellier,SMPA-EG_censier_0076,232,Jaque le Chapellier pour sa me
persName,Jehan,SMPA-EG_censier_0076,233,"Gales, xii d.²; lesquiex poie Jehanot Bordon, fiuz de feu Gu"
persName,Jehan,SMPA-EG_censier_0076,232,"'une part, à le meison du dit Jehan l'Auvergnaz, et, d'autre"
persName,Jehan,SMPA-EG_censier_0076,232,t prenent sus le meison dudit Jehan l'Auvergnaz tenant à ice
persName,Jehan,SMPA-EG_censier_0076,232,"et, d'autre part, à le meison Jehan l'Auvergnaz, xii d.; les"
persName,Jehan Cussac,SMPA-EG_censier_0076,233,"r, et, par della, à le meison Jehan Cussac, le Provencel, qu"
persName,Jehan Cussac,SMPA-EG_censier_0076,233,"Meuns tenant à le dite meison Jehan Cussac, et, d'autre part"
persName,Jehan Deys,SMPA-EG_censier_0076,233,"d'un cousté, à le dite meison Jehan Deys, et, d'autre part,"
persName,Jehan Deys,SMPA-EG_censier_0076,233,"et prenent sus le dite meison Jehan Deys, l'Alement, tenant,"
persName,Jehan Deys,SMPA-EG_censier_0076,233,"et, d'autre part, à le meison Jehan Deys l'Alement, xi d.; d"
persName,Jehan Pocheron,SMPA-EG_censier_0076,232,"do messire Andri Poucheron et Jehan Pocheron, son frere¹ — m"
persName,Jehan Qussac,SMPA-EG_censier_0076,232,"prenent sus le meison du dit Jehan Qussac tenant, d'une par"
persName,Jehan Qussac,SMPA-EG_censier_0076,232,"et, d'autre part, à le meison Jehan Qussac, le Provençal, xv"
persName,Jehan de Lions,SMPA-EG_censier_0076,233,"est à present aus hers de feu Jehan de Lions, à dame Ameline"
persName,Jehan de Lyons,SMPA-EG_censier_0076,233,est à present aus hers de feu Jehan de Lyons et dame Guilleu
persName,Jehan le Gales,SMPA-EG_censier_0076,233,"utre part, à le meison mestre Jehan le Gales, xii d.²; lesqu"
persName,Jehan le Gales,SMPA-EG_censier_0076,232,", jusques à le meison meistre Jehan le Gales, que est le der"
persName,Jehan le Guales,SMPA-EG_censier_0076,233,"prenent sus le meison du dit Jehan le Guales, que est le de"
persName,Marie le Chandeliere,SMPA-EG_censier_0076,233,"d'Aubertvilier, Erembourc et Marie le Chandeliere, ses suer"
persName,Marie le Cordiere,SMPA-EG_censier_0076,232,"iers, x d. t.; les quiex poie Marie le Cordiere pour x l. qu"
persName,Raoul Lescot,SMPA-EG_censier_0076,232,", d'un cousté, à le meison de Raoul Lescot, et, d'autre part"
persName,Renaut de Cheri,SMPA-EG_censier_0076,232,"xvi d.; les quiex poie mesire Renaut de Cheri, chevalier, qu"
persName,Robert le Lanier,SMPA-EG_censier_0076,233,"enant à le dite meison de feu Robert le Lanier, et, par dell"
persName,Robert le Lanier,SMPA-EG_censier_0076,233,"s le meison cheoute, que feut Robert le Lanier, atenant, d'u"
persName,Robert le Lanier,SMPA-EG_censier_0076,233,"à le meison cheoute, que feut Robert le Lanier, xii d."
persName,Rogier le Mareschal,SMPA-EG_censier_0076,232,"ron, son frere¹ — modo mestre Rogier le Mareschal]², vi d."
persName,Thomas de Meuns,SMPA-EG_censier_0076,233,"d'une part, à le dite meison Thomas de Meuns, et, d'autre p"
persName,Thomas de Meuns,SMPA-EG_censier_0076,233,us le meison à le fame de feu Thomas de Meuns tenant à le di
persName,Thomas de Meuns,SMPA-EG_censier_0076,232,"e part, à le meison, que feut Thomas de Meuns, xvi d.; des q"
