type,texte,article,page,contexte
persName,Jehan Rocin,SMPA-EG_censier_0037,201,"eison tenant à le dite meison Jehan Rocin [dicti P.], et, d'"
persName,Jehan Rocin,SMPA-EG_censier_0037,201,"cabo, in Vico Novo], que feut Jehan Rocin, [modo Jehan des P"
persName,Jehan de Compiegne,SMPA-EG_censier_0037,202,"pour le dite meison, que feut Jehan de Compiegne, tenant, d'"
persName,Jehan de Compiegne,SMPA-EG_censier_0037,201,"eison du dit Thomas, que feut Jehan de Compiegne, que est au"
persName,Jehan de Villeneuve,SMPA-EG_censier_0037,200,"ngest pour sa meison, que fut Jehan de Villeneuve, tenant à"
persName,Jehan des Pavellons,SMPA-EG_censier_0037,201,", que feut Jehan Rocin, [modo Jehan des Pavellons], tenant,"
persName,Jehan le Prestre,SMPA-EG_censier_0037,201,"quiex poient les hers de feu Jehan le Prestre, des quiex pr"
persName,Jehane la Renaude,SMPA-EG_censier_0037,200,dit Jordain Petitpas [domine Jehane la Renaude]
persName,Margarite,SMPA-EG_censier_0037,203,"Le dite Margarite, fame jadis de feu J"
persName,Margarite,SMPA-EG_censier_0037,203,on que est au fiuz de le dite Margarite [modo heredis dicti
persName,Margarite,SMPA-EG_censier_0037,200,it sire Guilleume [modo dicte Margarite] pour le dite meison
persName,Margarite,SMPA-EG_censier_0037,200,"t sire Guilleume [totum dicte Margarite], V d."
persName,Margarite,SMPA-EG_censier_0037,200,"Jehan d'Esparno [Margarite d'Espernon], merchen"
persName,Margarite la Bolengiere,SMPA-EG_censier_0037,203,"utre part, tenans à le meison Margarite la Bolengiere [modo"
persName,Martin,SMPA-EG_censier_0037,203,"[beneficerius altaris Sancti Martini Turonensis], pour le d"
persName,Martin,SMPA-EG_censier_0037,202,"rde [modo beneficerius Sancti Martini], ii s.<pb n=""203"" facs=""https://archive.org/download/mmoiresdelasoci15fragoog/page/n210_w1600.jpg"" corresp=""https://iiif.archive.org/iiif/mmoiresdelasoci15fragoog/manifest.json"" xml:id=""SMPA-EG_censier_p203_c37_25""/> vi d.; de"
persName,Martin de Chartres,SMPA-EG_censier_0037,201,"masii], vi d.; des quiex poie Martin de Chartres, pour XL s."
persName,Michiel,SMPA-EG_censier_0037,202,"tenant à icelle meison du dit Michiel, et, d'autre part, à E"
persName,Michiel,SMPA-EG_censier_0037,202,Le devant dit Michiel [Jehan] Boulengier pou
persName,Michiel,SMPA-EG_censier_0037,202,"et, d'autre part, à le meison Michiel [Jehan] Boulengier, ii"
persName,Nicholaus Mallert,SMPA-EG_censier_0037,201,les autres iii d. le hers de Nicholaus Mallert.
persName,Petrus,SMPA-EG_censier_0037,202,"Item, le dit Jehan [Petrus] de Roan, pour sa meiso"
persName,Pierre Bonart,SMPA-EG_censier_0037,201,"part, à le dite meison de feu Pierre Bonart, et, d'autre par"
persName,Pierre Bonart,SMPA-EG_censier_0037,201,La fame de feu Pierre Bonart pour sa maison t
persName,Pierre le Queu,SMPA-EG_censier_0037,201,"e meison Symon le Mostardier [Pierre le Queu], vi d."
persName,Renaut,SMPA-EG_censier_0037,203,Renaut l'Ermitain et Ysabieu l
persName,Richart des Polies,SMPA-EG_censier_0037,202,"r, iiii d.; les quiex poie R. Richart des Polies, pour xx s."
persName,Robert,SMPA-EG_censier_0037,201,Le devant dit Robert l'Escuier pour sa meiso
persName,Robert,SMPA-EG_censier_0037,201,"t, d'autre part, à le meisson Robert l'Escuier [modo predict"
persName,Robert le Descharcheur,SMPA-EG_censier_0037,200,"ant, d'un cousté, à le meison Robert le Descharcheur [Thomas"
persName,Symon le Mostardier,SMPA-EG_censier_0037,201,Ledit Symon le Mostardier pour sa me
persName,Symon le Mostardier,SMPA-EG_censier_0037,201,"et, d'autre part, à le meison Symon le Mostardier [Pierre le"
persName,Thomas,SMPA-EG_censier_0037,202,"enant à le dite meison du dit Thomas, et, d'autre part, à le"
persName,Thomas,SMPA-EG_censier_0037,202,"meison tenant à icelle du dit Thomas, et, d'autre part, à le"
persName,Thomas,SMPA-EG_censier_0037,202,"Item, le devant dit Thomas pour le dite meison, qu"
persName,Thomas,SMPA-EG_censier_0037,201,"Le dit Thomas, laveur à l'auge, pour"
persName,Thomas,SMPA-EG_censier_0037,201,"utre part, à le meison du dit Thomas, que feut Jehan de Comp"
persName,Thomas,SMPA-EG_censier_0037,201,"e feut Estiene Nenut, que est Thomassi [l'Anglés], le laveur"
persName,Thomas,SMPA-EG_censier_0037,201,"veur à l'auge [heres defuncti Thomasii], vi d.; des quiex po"
persName,Thomas,SMPA-EG_censier_0037,200,"eison Robert le Descharcheur [Thomasii du Boc], et, d'autre"
persName,Thomas le Barbier,SMPA-EG_censier_0037,202,Le dit Thomas le Barbier [modo Bertau
persName,Thomas le Barbier,SMPA-EG_censier_0037,202,"et, d'autre part, à le meison Thomas le Barbier [modo dicti"
persName,Ysabieu le Beguine,SMPA-EG_censier_0037,203,"nefice, et sus le dite meison Ysabieu le Beguine, doreeur, x"
persName,Ysabieu le Renarde,SMPA-EG_censier_0037,203,"Renaut l'Ermitain et Ysabieu le Renarde, sa fame, ["
persName,Ysabieu le Renarde,SMPA-EG_censier_0037,202,"et, d'autre part, à le meison Ysabieu le Renarde [modo benef"
placeName,S. Martin,SMPA-EG_censier_0037,203,"es dus beneficiez de l'autiel S. Martin, pour viii l. x s. ["
placeName,Seint Martin,SMPA-EG_censier_0037,200,"encier au bout, devers le rue Seint Martin."
placeName,Seint Merri,SMPA-EG_censier_0037,202,é de l'autiel Seinte Agnés de Seint Merri pour le meison Est
persName,Alain le Bossu,SMPA-EG_censier_0038,204,"utre part, à le meison mestre Alain le Bossu, ii s."
persName,Ancel,SMPA-EG_censier_0038,204,"efice, sur les meisons mestre Ancel et Guilleume Bonefille ["
persName,Estiene le Charetier,SMPA-EG_censier_0038,204,"isons Tibaut de Seint Martin, Estiene le Charetier, et pour"
persName,Guilleume Bonefille,SMPA-EG_censier_0038,204,r les meisons mestre Ancel et Guilleume Bonefille [modo Cote
persName,Guy,SMPA-EG_censier_0038,204,uilleume Bonefille [modo Cote Guy] seans en le rue que l'en
persName,Heude,SMPA-EG_censier_0038,204,"d'un cousté, à le dite meison Heude l'Eschacier, et, d'autre"
persName,Jehan,SMPA-EG_censier_0038,204,"grant meison que feut au dit Jehan, et, d'autre part, à le"
persName,Jehan Daupex,SMPA-EG_censier_0038,204,"el, que est à present messire Jehan Daupex, pour les censive"
persName,Jehan Lulier,SMPA-EG_censier_0038,204,"ur le petite meison, que feut Jehan Lulier, tenant, d'un cou"
persName,Jehan Lulier,SMPA-EG_censier_0038,203,"our le grant meison, que feut Jehan Lulier, et pour autres t"
persName,Jehan de Grive,SMPA-EG_censier_0038,203,"ajognant, que feurent mestre Jehan de Grive, clerc, que l'e"
persName,Jehane,SMPA-EG_censier_0038,204,Jehane d'Yrre pour sa meison t
persName,Pierre le Barbier,SMPA-EG_censier_0038,204,"et, d'autre part, à le meison Pierre le Barbier, que feut ce"
persName,Robert,SMPA-EG_censier_0038,203,"pour son benefice : le meison Robert<pb n=""204"" facs=""https://archive.org/download/mmoiresdelasoci15fragoog/page/n211_w1600.jpg"" corresp=""https://iiif.archive.org/iiif/mmoiresdelasoci15fragoog/manifest.json"" xml:id=""SMPA-EG_censier_p204_c38_2""/> Langlois et les du"
placeName,Guilleume Espaulart,SMPA-EG_censier_0038,204,"en le rue que l'en dit le rue Guilleume Espaulart, xv d."
placeName,Seint Jehan,SMPA-EG_censier_0038,203,16.] Le beneficié de l'autiel Seint Jehan desouz [celui de T
placeName,Seint Martin,SMPA-EG_censier_0038,204,"ce, sur les meisons Tibaut de Seint Martin, Estiene le Chare"
persName,Guilleume des Gronhetz,SMPA-EG_censier_0039,204,", et pour le meison, que feut Guilleume des Gronhetz, et pou"
persName,Jehan Lulier,SMPA-EG_censier_0039,204,"petite meison, que fut du dit Jehan Lulier, seant en le rue"
persName,Jehan Lulier,SMPA-EG_censier_0039,204,"petite meison, que fut audit Jehan Lulier, de Rue Nueuve ju"
persName,Pierre le Barbier,SMPA-EG_censier_0039,204,"lle Lulier, et pour le meison Pierre le Barbier, et pour le"
placeName,Seint Martin,SMPA-EG_censier_0039,204,gnant de le meison Thibaut de Seint Martin; pour toutes ces
placeName,Seint Martin,SMPA-EG_censier_0039,204,"à le meison du dit Thibaut de Seint Martin, pour les censive"
persName,Adam Laguerre,SMPA-EG_censier_0040,205,les meisons Guilleume Niober [Adam Laguerre] et Renaut de Ve
persName,Bertaut,SMPA-EG_censier_0040,205,"isons Ysabieu de Glathini, et Bertaut, et Jehan du Choquet,"
persName,Colin Thibout,SMPA-EG_censier_0040,205,"Mestre Jehan et Colin Thibout, freires [modo J"
persName,Gieffre le Chaucier,SMPA-EG_censier_0040,204,"s à le meison aus hers de feu Gieffre le Chaucier,<pb n=""205"" facs=""https://archive.org/download/mmoiresdelasoci15fragoog/page/n212_w1600.jpg"" corresp=""https://iiif.archive.org/iiif/mmoiresdelasoci15fragoog/manifest.json"" xml:id=""SMPA-EG_censier_p205_c40_2""/> et p"
persName,Gile,SMPA-EG_censier_0040,205,"r derriere, et pour le meison Gile a le Souche, le mostardie"
persName,Guiart le Charpentier,SMPA-EG_censier_0040,204,"meisons Auber le Aguillier et Guiart le Charpentier, et pour"
persName,Guillaume de Boichi,SMPA-EG_censier_0040,204,"ucier,<pb n=""205"" facs=""https://archive.org/download/mmoiresdelasoci15fragoog/page/n212_w1600.jpg"" corresp=""https://iiif.archive.org/iiif/mmoiresdelasoci15fragoog/manifest.json"" xml:id=""SMPA-EG_censier_p205_c40_2""/> et pour le meison Guillaume de Boichi, et pour l"
persName,Guilleume Berout,SMPA-EG_censier_0040,205,", et Jehan du Choquet, et feu Guilleume Berout, et de mestre"
persName,Guilleume Niober,SMPA-EG_censier_0040,205,", chascun an, sus les meisons Guilleume Niober [Adam Laguerr"
persName,Guilleume de Gremorte,SMPA-EG_censier_0040,204,"eece ajognant, que fut de feu Guilleume de Gremorte, et pour"
persName,Henri,SMPA-EG_censier_0040,204,"de Boichi, et pour le meison Henri l'Alement ajognant, et p"
persName,Henri le Charpentier,SMPA-EG_censier_0040,205,"uilleume Berout, et de mestre Henri le Charpentier, toutes e"
persName,Heude de Bonneull,SMPA-EG_censier_0040,204,"s ajognant, et pour le meison Heude de Bonneull, pour les me"
persName,Jaque,SMPA-EG_censier_0040,205,"e rue de Cul de Pext, que est Jaques de Trives, clerc, i s."
persName,Jehan,SMPA-EG_censier_0040,205,"Mestre Jehan et Colin Thibout, freire"
persName,Jehan,SMPA-EG_censier_0040,205,"sons Nicholaus le Monoier, et Jehan d'Arenes, et pour le mei"
persName,Jehan de Bogival,SMPA-EG_censier_0040,205,"enes, et pour le meison de fu Jehan de Bogival, et pour les"
persName,Jehan du Choquet,SMPA-EG_censier_0040,205,"u de Glathini, et Bertaut, et Jehan du Choquet, et feu Guill"
persName,Johannes de Hesdevilla,SMPA-EG_censier_0040,205,"Colin Thibout, freires [modo Johannes de Hesdevilla, junior"
persName,Maci de Pierrefrite,SMPA-EG_censier_0040,205,"val, et pour les dues meisons Maci de Pierrefrite entretenan"
persName,Nicholaus le Monoier,SMPA-EG_censier_0040,205,"retenans, et pour les meisons Nicholaus le Monoier, et Jehan"
persName,Raoul le Sarraurier,SMPA-EG_censier_0040,205,eurent Gandofle le Lombart et Raoul le Sarraurier jusques au
persName,Renaut de Verdu,SMPA-EG_censier_0040,205,"ume Niober [Adam Laguerre] et Renaut de Verdu ajognant, et s"
persName,Richart,SMPA-EG_censier_0040,204,"harpentier, et pour le meison Richart l'Orfevre, et pour aut"
persName,Richart des Polies,SMPA-EG_censier_0040,205,Richart des Polies pour le mei
persName,Robert Beroust,SMPA-EG_censier_0040,205,"[Fol. 16 vo.] Mestre Robert Beroust, clerc [modo he"
persName,Thomas,SMPA-EG_censier_0040,204,"osay, devant le meison du dit Thomas, et pour les meisons Au"
persName,Thomas le Frapier,SMPA-EG_censier_0040,205,", exceptée le meison que feut Thomas le Frapier."
persName,Thomas le Fundeeur,SMPA-EG_censier_0040,204,"e Gremorte, et pour le meison Thomas le Fundeeur ajognant, e"
persName,Ysabieu de Glathini,SMPA-EG_censier_0040,205,"Item, pour les meisons Ysabieu de Glathini, et Bertau"
persName,Yve des Pavellons,SMPA-EG_censier_0040,204,"ite comunité pour les meisons Yve des Pavellons, si comme el"
placeName,Biaubourc,SMPA-EG_censier_0040,204,"e part et d'autre, jusques en Biaubourc."
placeName,Gieffre,SMPA-EG_censier_0040,204,"du Temple, ou coing de le rue Gieffre l'Angevin, et dedans l"
persName,Estiene le Gros,SMPA-EG_censier_0041,206,"et, d'autre part, à le meison Estiene le Gros [modo heredi S"
persName,Evrart le Charpentier,SMPA-EG_censier_0041,206,"un cousté, à le meison mestre Evrart le Charpentier [modo he"
persName,Jehan de Forges,SMPA-EG_censier_0041,206,"ont et prenent sus le meison Jehan de Forges, le tescherren"
persName,Jehan de Fossez,SMPA-EG_censier_0041,205,", le fame feu Robert Coquere [Jehan de Fossez, ferron], et K"
persName,Jehan de Seint Tibaut,SMPA-EG_censier_0041,206,"Ales pour sa meison, que feut Jehan de Seint Tibaut, le pehi"
persName,Katherine le Pizdoe,SMPA-EG_censier_0041,205,"[Jehan de Fossez, ferron], et Katherine le Pizdoe [modo Maci"
persName,Maci Pido,SMPA-EG_censier_0041,205,"et Katherine le Pizdoe [modo Maci Pido, ambo debent xxvi d."
persName,Marie,SMPA-EG_censier_0041,205,"(sic).<pb n=""206"" facs=""https://archive.org/download/mmoiresdelasoci15fragoog/page/n213_w1600.jpg"" corresp=""https://iiif.archive.org/iiif/mmoiresdelasoci15fragoog/manifest.json"" xml:id=""SMPA-EG_censier_p206_c41_2""/> Mahi¹ de Sachi et Marie sa femme, sergent du gue"
persName,Marie de Mullent,SMPA-EG_censier_0041,205,"Marie de Mullent, le fame feu"
persName,Michiel le Mason,SMPA-EG_censier_0041,205,"ue Symon Franc, qui fut jadis Michiel le Mason [modo dicti M"
persName,Pierre le Borssier des Ales,SMPA-EG_censier_0041,206,Pierre le Borssier des Ales po
persName,Pierre le Linier,SMPA-EG_censier_0041,206,"le Petite Bouckarie, que est Pierre le Linier, iii s."
persName,Raoul de Romainvilla,SMPA-EG_censier_0041,206,"nant, d'une part, à le meison Raoul de Romainvilla, et, d'au"
persName,Raoul le Breton,SMPA-EG_censier_0041,205,"et, d'autre part, à le meson Raoul le Breton, et aboutist,"
persName,Robert Coquere,SMPA-EG_censier_0041,205,"Marie de Mullent, le fame feu Robert Coquere [Jehan de Fosse"
placeName,Symon Franc,SMPA-EG_censier_0041,205,"son ou place assise en la rue Symon Franc, qui fut jadis Mic"
placeName,Symon Franc,SMPA-EG_censier_0041,205,"8. — En le rue Symon Franc, jusques au kairef"
persName,Alain le Pelletier,SMPA-EG_censier_0042,206,"l'auge, et Hervi le Breto et Alain le Pelletier entretenans"
persName,Ancel de Morgneval,SMPA-EG_censier_0042,207,"llin, pour les meisons mestre Ancel de Morgneval et pour tou"
persName,Estiene,SMPA-EG_censier_0042,207,"chiere, pour le meison mestre Estiene d'Auceurre [modo Theob"
persName,Estiene de Nuefchastieu,SMPA-EG_censier_0042,207,"d'une part, à le porte mestre Estiene de Nuefchastieu, le ph"
persName,Estienne de Nuefchastieu,SMPA-EG_censier_0042,207,"tre, de le porte dudit mestre Estienne de Nuefchastieu, jusq"
persName,Gieffre de Compiegne,SMPA-EG_censier_0042,207,Robert [Petri] de Gambays et Gieffre de Compiegne entretena
persName,Gieffre le Molleur,SMPA-EG_censier_0042,207,"son ajognant, que feut de feu Gieffre le Molleur, tenant à l"
persName,Guilleume Espaulart,SMPA-EG_censier_0042,207,"sques aus meisons que feurent Guilleume Espaulart, pour [pro"
persName,Guilleume de Loviers,SMPA-EG_censier_0042,206,"Les hers de feu Guilleume de Loviers, le ferro"
persName,Guilleume le Mercier,SMPA-EG_censier_0042,207,[Fol. 17 vo.] La² fame de feu Guilleume le Mercier pour ces
persName,Hervi le Breto,SMPA-EG_censier_0042,206,"l'Anglés, laveur à l'auge, et Hervi le Breto et Alain le Pel"
persName,Hervi le Breto,SMPA-EG_censier_0042,206,"les meisons au Chevau Roge et Hervi le Breto, et, d'autre pa"
persName,Jehan,SMPA-EG_censier_0042,206,"pour les meisons, que feurent Jehan d'Athainville, ajognant"
persName,Jehan Arrode,SMPA-EG_censier_0042,207,"Jehan Arrode, pour vi l. et x"
persName,Jehan Roucin,SMPA-EG_censier_0042,206,"poitavine, et sus les meisons Jehan Roucin et Thomas l'Anglé"
persName,Jehan de Forges,SMPA-EG_censier_0042,206,"rue Symon Franc, à le meison Jehan de Forges devant dit, xx"
persName,Jehane,SMPA-EG_censier_0042,207,"ognant des dites meisons dame Jehane, ii d."
persName,Jehane,SMPA-EG_censier_0042,207,"ognant des dites meisons dame Jehane, d'une part et d'autre,"
persName,Johannes de Fossatis,SMPA-EG_censier_0042,206,Margarite d'Acre [modo Johannes de Fossatis] pour les
persName,Johannes de Fossatis,SMPA-EG_censier_0042,206,"ferro de le Ferronerie [modo Johannes de Fossatis], pour le"
persName,Margarite,SMPA-EG_censier_0042,206,Margarite d'Acre [modo Johanne
persName,Marie de Monfort,SMPA-EG_censier_0042,207,"ne part, à le meison que feut Marie de Monfort, le beguine,"
persName,Marie de Mullent,SMPA-EG_censier_0042,207,Marie de Mullent pour le meiso
persName,Pierre Marceu,SMPA-EG_censier_0042,207,"r [modo M. G. de Cleville] et Pierre Marceu, le joeune, pour"
persName,Pierre de Bougival,SMPA-EG_censier_0042,206,"ognant de le meison, que feut Pierre de Bougival, et pour le"
persName,Robert,SMPA-EG_censier_0042,207,que il prent sus les meisons Robert [Petri] de Gambays et G
persName,Symon,SMPA-EG_censier_0042,207,"devant le dite meison du dit Symon l'Espingier, pour le cen"
persName,Symon,SMPA-EG_censier_0042,207,Le dit Symon l'Espinguier [modo M. G.
persName,Symon,SMPA-EG_censier_0042,207,"eur, tenant à le meison dudit Symon."
persName,Symon le Coc,SMPA-EG_censier_0042,207,La fame de feu Symon le Coc [R. Baradan] pour
persName,Symon le Mostardier,SMPA-EG_censier_0042,206,"t, d'autre part, de le meison Symon le Mostardier, per toute"
persName,Symon les Espinguiers,SMPA-EG_censier_0042,207,é pour les meisons Gilbert et Symon les Espinguiers [modo H.
persName,Thibaut le Picart,SMPA-EG_censier_0042,206,", et pour le meison, que feut Thibaut le Picart, devant ajog"
persName,Thomas,SMPA-EG_censier_0042,206,"s les meisons Jehan Roucin et Thomas l'Anglés, laveur à l'au"
placeName,Pierre Aulart,SMPA-EG_censier_0042,206,"Petite Bouckarie et en le rue Pierre Aulart, jusques en Rue"
placeName,Symon Franc,SMPA-EG_censier_0042,206,"ons asizes ou coing de le rue Symon Franc, pour xxvii s. iii"
placeName,Symon Franc,SMPA-EG_censier_0042,206,"es meisons jusques, en le rue Symon Franc, à le meison Jehan"
persName,Gautier Taupin,SMPA-EG_censier_0043,208,"oe, devant le meison que feut Gautier Taupin¹."
persName,Gile Maupas,SMPA-EG_censier_0043,208,"ine [dictus G.], fille feu de Gile Maupas, pour sa meison aj"
persName,Jaqueline,SMPA-EG_censier_0043,208,"ousté, à le meison de le dite Jaqueline, et, d'autre part, f"
persName,Jaqueline,SMPA-EG_censier_0043,208,"Le dite Jaqueline [dictus G.], fille f"
persName,Jaqueline Malpas,SMPA-EG_censier_0043,208,"et, d'autre part, à le meison Jaqueline Malpas, iii s."
persName,Jehan Daupiex,SMPA-EG_censier_0043,208,"s meisons du benefice messire Jehan Daupiex, et, d'autre par"
persName,Jehan de Villeneuve,SMPA-EG_censier_0043,208,Le dit Jehan de Villeneuve pour ces m
persName,Jehan de Villeneuve,SMPA-EG_censier_0043,208,"re part, tenant à les meisons Jehan de Villeneuve [dicto G.]"
persName,Raoul de Conches,SMPA-EG_censier_0043,208,"Raoul de Conches [G. Biaufiuz,"
persName,Bertaut,SMPA-EG_censier_0044,208,"ant, d'un cousté, aus meisons Bertaut de le Ale, et, d'autre"
persName,Jaque Brichart,SMPA-EG_censier_0044,208,"in] pour le granche, que feut Jaque Brichart, tenant, d'un c"
persName,Jehan Gresillon,SMPA-EG_censier_0044,208,"ue Neuve, aus meisons messire Jehan Gresillon [dominus G. Ch"
persName,Phelippe Bonnetin,SMPA-EG_censier_0044,208,"Renier Bordo, le jeune [modo Phelippe Bonnetin — aux hers J"
persName,Pierre de Moncuc,SMPA-EG_censier_0044,208,"sus les dites meisons du dit Pierre de Moncuc ajognant, et,"
persName,Pierre de Moncuc,SMPA-EG_censier_0044,208,"et, d'autre part, aus meisons Pierre de Moncuc [Petit], i d."
persName,Renier Bordo,SMPA-EG_censier_0044,208,"Renier Bordo, le jeune [modo P"
persName,Robert de Paris,SMPA-EG_censier_0044,208,"11. — En le rue de le Court Robert de Paris, d'un cousté e"
persName,Geufroi,SMPA-EG_censier_0045,209,"rc du Chastellet [modo au dit Geufroi], iii s."
persName,Geufroi,SMPA-EG_censier_0045,209,"Thomas du Lovre [modo au dit Geufroi], i tornés."
persName,Geufroi,SMPA-EG_censier_0045,209,"Jehan de Chielle [modo au dit Geufroi], i s."
persName,Geufroi de Savegni,SMPA-EG_censier_0045,209,"feut Anequin Valequier¹ [modo Geufroi de Savegni], iii d."
persName,Gieffre,SMPA-EG_censier_0045,209,"enant à le dite meison du dit Gieffre, que feut au Flement d"
persName,Gieffre,SMPA-EG_censier_0045,209,"utre part, à le meison du dit Gieffre, que feut Anequin Vale"
persName,Gieffre Coquatris,SMPA-EG_censier_0045,209,Gieffre Coquatris pour le meis
persName,Jehan,SMPA-EG_censier_0045,209,"ue, tenant à le meison du dit Jehan et à le meison mestre Ys"
persName,Jehan Palée,SMPA-EG_censier_0045,209,"ne part, à le meison que feut Jehan Palée, en lequielle ha u"
persName,Jehan de Chielle,SMPA-EG_censier_0045,209,"Le dit Jehan de Chielle, le paveeur,"
persName,Jehan de Chielle,SMPA-EG_censier_0045,209,"et, d'autre part, à le meison Jehan de Chielle [modo au dit"
persName,Margarite,SMPA-EG_censier_0045,209,"Dame Margarite, fame jadis de feu P"
persName,Margarite,SMPA-EG_censier_0045,209,"part, à le petite meison dame Margarite, fame jadis de feu P"
persName,Marie Laugiere,SMPA-EG_censier_0045,209,"s, le messatgier le roy [modo Marie Laugiere], i d. p."
persName,Marie Laugiere,SMPA-EG_censier_0045,209,"dit sire Pierre Gencien [modo Marie Laugiere], i tornés."
persName,Pierre Gencien,SMPA-EG_censier_0045,209,"Margarite, fame jadis de feu Pierre Gencien, pour le petite"
persName,Pierre Gencien,SMPA-EG_censier_0045,209,"e meison, que fut au dit sire Pierre Gencien [modo Marie Lau"
persName,Pierre Gencien,SMPA-EG_censier_0045,209,"Margarite, fame jadis de feu Pierre Gencien, ii d. et poita"
persName,Pierre Gencien,SMPA-EG_censier_0045,209,"devant le meison de feu sire Pierre Gencien, jusques au mie"
persName,Robert,SMPA-EG_censier_0045,209,"autre, par dessa, à le meison Robert d'Angiers, le messatgie"
placeName,Chastellet,SMPA-EG_censier_0045,209,"eison mestre Ystace, clerc du Chastellet [modo au dit Geufro"
placeName,Lambert de Chielle,SMPA-EG_censier_0045,209,"12. — [Fol. 18.] En le rue Lambert de Chielle, devant le"
persName,Aden Boucel,SMPA-EG_censier_0046,210,itz devant en Rue Neuve [modo Aden Boucel].
persName,Estiene Malpas,SMPA-EG_censier_0046,211,"ne partie de le meison du dit Estiene Malpas, que il achete"
persName,Estiene Malpas,SMPA-EG_censier_0046,211,"utre part, à le meison du dit Estiene Malpas, ii d."
persName,Estiene Malpas,SMPA-EG_censier_0046,211,"autre part, à le meison dudit Estiene Malpas, iiii d."
persName,Estiene Malpas,SMPA-EG_censier_0046,211,"Estiene Malpas pour sa meison,"
persName,Gieffre de Vitri,SMPA-EG_censier_0046,210,"ant, d'un cousté, à le meison Gieffre de Vitri, et, d'autre"
persName,Gile,SMPA-EG_censier_0046,211,"t meison et le meison de fueu Giles Malpas, dedens l’Enclois"
persName,Jaque Gencien,SMPA-EG_censier_0046,210,"tenant à ledite meison du dit Jaque Gencien, d'un cousté, et"
persName,Jaque Gencien,SMPA-EG_censier_0046,210,Jaque Gencien [modo la malader
persName,Jehan,SMPA-EG_censier_0046,211,[Fol. 19.] Jehan dit Roy [modo Jehane la
persName,Jehan Arrode,SMPA-EG_censier_0046,210,Jehan Arrode [modo Perrin d'Os
persName,Jehan Baugart,SMPA-EG_censier_0046,210,"feu Richart le Talleur [modo Jehan Baugart], iii s."
persName,Jehan Baugart,SMPA-EG_censier_0046,210,Jehan Brichart [modo Jehan Baugart] pour le dite me
persName,Jehan Brichart,SMPA-EG_censier_0046,210,"Item, le dit Jehan Brichart [modo Perrin d'"
persName,Jehan Brichart,SMPA-EG_censier_0046,210,Jehan Brichart [modo Jehan Bau
persName,Jehan Brichart,SMPA-EG_censier_0046,210,"par dessa, à le meison du dit Jehan Brichart, iii s."
persName,Jehan Marcel,SMPA-EG_censier_0046,211,"tite meison aus Carneus [modo Jehan Marcel], entre sa grant"
persName,Jehan Marcel,SMPA-EG_censier_0046,211,"Le dit Symon Marceu [modo Jehan Marcel, drapier¹], pour"
persName,Jehan Marcel,SMPA-EG_censier_0046,211,"ant meison Symon Marceu [modo Jehan Marcel], iii d. t."
persName,Jehan Roy,SMPA-EG_censier_0046,211,"une part, à les dites meisons Jehan Roy [Jehane la Reine], e"
persName,Jehan de Lions,SMPA-EG_censier_0046,211,Phelippe Bonetin [modo Jehan de Lions] pour sa grant
persName,Jehan le Paumier,SMPA-EG_censier_0046,210,tenei — modo aus hoirs de feu Jehan le Paumier] pour sa gran
persName,Jehane la Reine,SMPA-EG_censier_0046,211,"les dites meisons Jehan Roy [Jehane la Reine], et, d’autre"
persName,Jehane la Roine,SMPA-EG_censier_0046,211,Fol. 19.] Jehan dit Roy [modo Jehane la Roine] pour ces meis
persName,Marie,SMPA-EG_censier_0046,210,"Le meison choete, que fut Marie d'Autuelh, tenant, d'un"
persName,Marie le Conversse,SMPA-EG_censier_0046,210,"e Forest, jusques à le meison Marie le Conversse, devant et"
persName,Nicholaus le Tuillier,SMPA-EG_censier_0046,211,Nicholaus le Tuillier [modo Th
persName,Nicholaus le Tuillier,SMPA-EG_censier_0046,211,"et, d’autre part, à le meison Nicholaus le Tuillier, iiii d."
persName,Perrin,SMPA-EG_censier_0046,210,"Jehan Arrode [modo Perrin d'Osserre, changeur] po"
persName,Perrin,SMPA-EG_censier_0046,210,", le dit Jehan Brichart [modo Perrin d'Osserre, orfevre] pou"
persName,Phelippe Bonetin,SMPA-EG_censier_0046,211,Phelippe Bonetin [modo Jehan d
persName,Pierre,SMPA-EG_censier_0046,211,"rt, à une autre meison du dit Pierre, i d."
persName,Pierre Leber,SMPA-EG_censier_0046,210,"l. 18 vo.] Le meison, que fut Pierre Leber¹, que est de le a"
persName,Pierre Marceu,SMPA-EG_censier_0046,211,"d’autre part, à ledite meison Pierre Marceu, iii tourn."
persName,Pierre Marceu,SMPA-EG_censier_0046,211,"Le dit Pierre Marceu, le vieus, pour"
persName,Pierre Marceu,SMPA-EG_censier_0046,211,"de l’autre part, aus meisons Pierre Marceu, le vieus, le dr"
persName,Pierre Petit,SMPA-EG_censier_0046,211,"Pierre de Moncuc [modo Pierre Petit, changeur] pour s"
persName,Pierre de Moncuc,SMPA-EG_censier_0046,211,"té, à le petite meison du dit Pierre de Moncuc, et, d’autre"
persName,Pierre de Moncuc,SMPA-EG_censier_0046,211,Pierre de Moncuc [modo Pierre
persName,Richart de Forest,SMPA-EG_censier_0046,210,"de le meison, que feut mestre Richart de Forest, jusques à l"
persName,Richart le Talleeur,SMPA-EG_censier_0046,210,t] pour le dite meison de feu Richart le Talleeur tenant à l
